,Body,Accesories,Face,Eyewear,Eyes,Mouth,Head,Role,Fur,Special,Rarity score,Token Id
6522,Fireman Uniform,None,None,Round Reading Glasses,Intoxicated,Smug,Halo,Engineer,Built (Pink),None,51.43032385590396,6522
6523,Pink Puffer Jacket,None,None,None,Happy,Cheeky,Princess' Crown,Generalist,Dark,None,29.29642023408962,6523
6524,Yellow Ball Gown,None,None,Black Aviator Sunglasses,Bitcoins,Smug,None,Field Agent,Flaming,None,44.25376409026007,6524
6525,Punk Jacket,None,None,Black Sunglasses,Cheeky,Dragon Breath,None,Generalist,Dark,None,30.76776469537713,6525
6526,None,None,None,Hard Thunder Glasses,Smug,Leaf,None,Generalist,Built (Classic),None,16.143313357021697,6526
6527,White Puffer Jacket,None,Fake Moustache,Hard Thunder Glasses,Intoxicated,Angry,None,Generalist,Classic,None,33.790612945396546,6527
6528,None,None,Covid Mask (Eucalyptus),Hard Thunder Glasses,Soulless,Cigarette,None,Operator,Tatted (Classic),None,39.53602170137535,6528
6529,White Shirt/Blue Coat,None,Blush,None,Intoxicated,Golden Grills,None,Black Ops,Tatted (Pink),None,35.609180302928934,6529
6530,None,None,Covid Mask (Eucalyptus),Black Aviator Sunglasses,Happy,Leaf,Yellow Snapback Hat,Generalist,Brown,None,39.83969630835646,6530
6531,White Dress,Gold Chain,None,None,Smug,Smug,Black Devil Horns,Generalist,Dark,None,55.96719026355718,6531
6532,None,None,None,None,None,Angry,Cyclops,Operator,Radioactive,None,33.14987302630502,6532
6533,Grey Puffer Jacket,None,Covid Mask (Cat Mouth),None,Bullish,Happy,Red Snapback Hat,Generalist,Brown,None,41.23764850484736,6533
6534,White Shirt/Blue Coat,None,Diamond Stud,Black Aviator Sunglasses,Bitcoins,Angry,None,Generalist,Dark,None,41.871608035717,6534
6535,White Tank,None,Tear Tat,None,Intoxicated,Smug,Halo,Operator,Brown,None,46.02549307670621,6535
6536,Lab Coat,Pink Heart Necklace,None,Hard Thunder Glasses,Smug,Dragon Breath,None,Field Agent,Classic,None,62.52942457900312,6536
6537,Blue Ball Gown,None,None,None,Cheeky,Dragon Breath,Top Hat,Operator,Tatted (Shadow),None,42.3554158560163,6537
6538,Red Hoodie,None,Tear Tat,None,Bullish,Leaf,None,Black Ops,Shadow,None,40.920663736610486,6538
6539,None,None,Blush,Black Aviator Sunglasses,Intoxicated,Dragon Breath,None,Generalist,Built (Dark),None,23.113591820778073,6539
6540,Black Puffer Jacket,None,Tear Tat,Round Reading Glasses,Intoxicated,Happy,Ice Crown,Black Ops,Brown,None,59.0836911422906,6540
6541,Floral Kimono,None,Blood Splatter,None,Cheeky,Diamond Grills,Backward Black Snapback Hat,Generalist,Brown,None,43.07622932107136,6541
6542,Ninja Gear,None,None,None,Bullish,Leaf,None,Operator,Pink,None,30.18700410450423,6542
6543,Black/White Tracksuit,Rifle,Tear Tat,Thug Life Glasses,Ominous,Smug,Golden Laurel,Generalist,Zombie,None,89.18502550663342,6543
6544,Bomber Jacket,None,None,None,Angry,Cigarette,None,Black Ops,Radioactive,None,29.760104453698695,6544
6545,Pink Fur Coat,None,Diamond Stud,None,Cheeky,Leaf,Cream Borsalino,Operator,Built (Dark),None,53.528992289966205,6545
6546,Black Puffer Jacket,None,Covid Mask (Cat Mouth),Hard Thunder Glasses,Angry,Angry,Flower Blue,Black Ops,Built (Cream),None,63.73448159899582,6546
6547,Reverse Leopard Blazer,None,None,Round Reading Glasses,Intoxicated,Thug Life Joint,Flower Pink,Engineer,Tatted (Pink),None,53.131868564010496,6547
6548,Bomber Jacket,None,Fake Moustache,Hard Thunder Glasses,Soulless,Cigarette,None,Operator,Built (Dark),None,51.81396823210689,6548
6549,Orange Jersey,None,Blush,Black Aviator Sunglasses,Intoxicated,Happy,Princess' Crown,Generalist,Golden,None,50.46946592621184,6549
6550,None,None,None,None,Intoxicated,Cigarette,Pink Snapback Hat,Operator,Built (Brown),None,25.636015342102237,6550
6551,None,None,Blush,Black Aviator Sunglasses,Bored,Cheeky,None,Black Ops,Robot,None,39.23247290554923,6551
6552,None,None,Blush,Black Aviator Sunglasses,Intoxicated,Smug,None,Field Agent,Tatted (Brown),None,33.24337820633043,6552
6553,Orange Jersey,None,Silver Ear Piercing,None,Happy,Cheeky,Black Headphones,Generalist,Cosmic,None,44.86121307921117,6553
6554,None,None,None,Black Aviator Sunglasses,Angry,Happy,Yellow Beanie,Operator,Classic,None,38.208081599281535,6554
6555,Yellow Raincoat,None,None,Hard Thunder Glasses,Intoxicated,Diamond Grills,Flower Pink,Field Agent,Dark,None,47.440022825925645,6555
6556,White Tank,None,Silver Ear Piercing,Eye Patch,Happy,Cheeky,Black Snapback Hat,Engineer,Robot,None,68.7421736338338,6556
6557,None,None,None,Hard Thunder Glasses,Smug,Leaf,Red Hat,Engineer,Robot,None,39.00884682518919,6557
6558,Bomber Jacket,None,None,Hard Thunder Glasses,Intoxicated,Smug,Flower Blue,Generalist,Built (Cream),None,39.532784351746656,6558
6559,Pink Dress,None,Blush,Round Reading Glasses,Bored,Dragon Breath,None,Engineer,Freakazoid,None,51.083376951151685,6559
6560,None,None,Scars,Hard Thunder Glasses,Intoxicated,Bubble Gum,None,Double Agent,Tatted (Dark),None,36.97025348221339,6560
6561,None,None,Covid Mask (Cat Mouth),None,Ominous,Happy,Bandage,Generalist,Brown,None,30.71445563937632,6561
6562,Bomber Jacket,None,None,Hard Thunder Glasses,Bored,Cheeky,Halo,Generalist,Shadow,None,44.75434066686892,6562
6563,None,None,None,None,Happy,Dragon Breath,None,Engineer,Dark,None,12.23590873583486,6563
6564,Bomber Jacket,None,Fake Moustache,Black Sunglasses,Angry,Smug,Black Headphones,Field Agent,Dark,None,65.10234418231394,6564
6565,Pink Puffer Jacket,None,None,Hard Thunder Glasses,Ominous,Happy,None,Generalist,Built (Classic),None,32.332626700540025,6565
6566,White Tank,None,Gold Earrings,None,Angry,Cigarette,None,Generalist,Tatted (Brown),None,30.530958267187593,6566
6567,Pink Turtleneck,None,None,Round Reading Glasses,Cheeky,Golden Grills,Black Devil Horns,Double Agent,Dark,None,52.16428764405195,6567
6568,White Dress,None,Silver Earrings,Round Reading Glasses,Bitcoins,Smug,Yellow Snapback Hat,Double Agent,Classic,None,63.007151034247464,6568
6569,None,None,Tear Tat,None,Happy,Cheeky,DJ Headphones,Engineer,Brown,None,37.370697661248016,6569
6570,Floral Kimono,None,Silver Ear Piercing,3D Glasses,Intoxicated,Dragon Breath,None,Engineer,Dark,None,48.31752980287568,6570
6571,Floral Kimono,None,Covid Mask (Cat Mouth),Hard Thunder Glasses,Ominous,Cheeky,None,Generalist,Flaming,None,44.1003733443407,6571
6572,Blue Dress,None,None,Hard Thunder Glasses,Smug,Smug,None,Generalist,Brown,None,25.485896324449296,6572
6573,Black Turtleneck,None,Anbu Mask,None,None,Happy,None,Generalist,Pink,None,34.331253510350294,6573
6574,White Shirt/Blue Coat,None,Diamond Stud Earrings,None,Jaundice,Smug,None,Operator,Built (Dark),None,43.32303815047789,6574
6575,Pink Puffer Jacket,ID Badge,None,Hard Thunder Glasses,Intoxicated,Angry,King's Crown,Generalist,Golden,None,68.1744019453342,6575
6576,Navy Dress,None,None,None,Happy,Happy,Black Snapback Hat,Generalist,Classic,None,28.97272948609087,6576
6577,None,Double Katana,Fake Moustache,None,Intoxicated,Angry,Cream Borsalino,Black Ops,Tatted (Classic),None,65.73903325559415,6577
6578,Summer Dress,None,None,None,Angry,Golden Grills,Flower Pink,Generalist,Tatted (Dark),None,34.35796828274589,6578
6579,Blue Ball Gown,ID Badge,None,Black Aviator Sunglasses,Smug,Leaf,None,Engineer,Purple,None,68.54129625412067,6579
6580,None,None,None,None,Lazer Eyes,Angry,None,Generalist,Frozen,None,11.021472611534557,6580
6581,Pink Puffer Jacket,None,None,Black Aviator Sunglasses,Soulless,Dragon Breath,None,Double Agent,Tatted (Dark),None,43.3829697603395,6581
6582,Red/White Tracksuit,None,Disposable Face Mask,Hard Thunder Glasses,Smug,Dragon Breath,Black Borsalino,Double Agent,Tatted (Classic),None,63.17732822698638,6582
6583,Orange Jersey,Pink Heart Necklace,None,None,Smug,Smug,Halo,Engineer,Purple,None,69.38546090327127,6583
6584,None,None,None,Round Reading Glasses,Angry,Thug Life Joint,Pink Snapback Hat,Generalist,Built (Sandy),None,33.73732090819483,6584
6585,Fireman Uniform,None,None,None,Happy,Cigarette,Cream Borsalino,Generalist,Brown,None,28.03851257641889,6585
6586,High Roller Kimono,None,Silver Ear Piercing,Black Aviator Sunglasses,Intoxicated,Smug,Ice Crown,Field Agent,Dark,None,59.50077561051859,6586
6587,Fireman Uniform,None,None,Black Aviator Sunglasses,Intoxicated,Happy,None,Generalist,Dark,None,25.40918259967394,6587
6588,Floral Kimono,None,None,Round Reading Glasses,None,Happy,Cream Borsalino,Double Agent,Alien,None,57.53248969211513,6588
6589,Pink Turtleneck,None,None,None,Angry,Leaf,King's Crown,Operator,Tatted (Cream),None,42.739106616041475,6589
6590,White Dress,None,None,Hard Thunder Glasses,Angry,Happy,King's Crown,Black Ops,Brown,None,48.697796330340054,6590
6591,None,Jade Stone,None,None,Bullish,Bored,Yellow Beanie,Generalist,Classic,None,46.71200320651115,6591
6592,None,None,Scars,Black Aviator Sunglasses,Happy,Angry,Blue Snapback Hat,Double Agent,Built (Sandy),None,53.43543638710314,6592
6593,Black Hoodie,Jade Stone,Diamond Stud,Thug Life Glasses,Soulless,Smoker's Pipe,Laurel,Field Agent,Dark,None,95.58991500752218,6593
6594,None,ID Badge,Diamond Stud,Hard Thunder Glasses,Soulless,Smug,Cream Borsalino,Generalist,Built (Sandy),None,70.65657627525106,6594
6595,None,None,None,None,Happy,Smoker's Pipe,Cream Borsalino,Field Agent,Dark,None,27.067416644208247,6595
6596,Space Suit,None,None,None,None,None,Space Suit Helmet,Operator,Tatted (Cream),None,49.094856981679655,6596
6597,Grey Puffer Jacket,Katana,Silver Ear Piercing,None,Bullish,Cigarette,None,Field Agent,Dark,None,64.74469019236562,6597
6598,None,None,None,Black Aviator Sunglasses,Smug,Bubble Gum,Yellow Snapback Hat,Generalist,Classic,None,30.277279273805373,6598
6599,Navy Dress,None,Covid Mask (Cat Mouth),Black Aviator Sunglasses,Bored,Angry,Flower Blue,Field Agent,Pink,None,68.92565999285208,6599
6600,Blue Dress,None,None,Hard Thunder Glasses,Angry,Leaf,Flower Pink,Engineer,Dark,None,47.2865019358346,6600
6601,Grey Puffer Jacket,None,Fake Moustache,None,Cheeky,Smug,None,Double Agent,Pink,None,40.61053510447813,6601
6602,Fireman Uniform,Pink Heart Necklace,Tear Tat,None,Intoxicated,Thug Life Joint,Bandage,Generalist,Shadow,None,70.20625960248542,6602
6603,Black Puffer Jacket,None,Gold Ear Piercing,Round Reading Glasses,Smug,Diamond Grills,Yellow Beanie,Generalist,Tatted (Pink),None,58.8736959056712,6603
6604,None,None,Blush,None,Cheeky,Bubble Gum,Halo,Generalist,Dark,None,25.042276966523076,6604
6605,None,None,Disposable Face Mask,Hard Thunder Glasses,Soulless,Angry,None,Generalist,Built (Pink),None,30.20394406422133,6605
6606,None,None,None,None,Happy,Cigarette,Black Headphones,Generalist,Built (Classic),None,19.316545619605314,6606
6607,Pink Dress,None,Anbu Mask,None,None,Bored,None,Generalist,Dark,None,32.612941700031556,6607
6608,Pink Ball Gown,ID Badge,None,None,Angry,Thug Life Joint,Flower Blue,Engineer,Classic,None,67.28032074554946,6608
6609,Black/Blue Tracksuit,Diamond Chain,None,None,Cheeky,Bored,Halo,Operator,Built (Brown),None,72.38469561049499,6609
6610,Summer Dress,None,Blush,Hard Thunder Glasses,Bitcoins,Cheeky,None,Double Agent,Built (Sandy),None,48.24072698220386,6610
6611,Summer Dress,Katana,Gold Ear Piercing,None,Cheeky,Leaf,None,Generalist,Dark,None,54.959689192700125,6611
6612,None,None,None,None,Intoxicated,Dragon Breath,None,Operator,Classic,None,9.3996917404558,6612
6613,Black/Yellow Tracksuit,None,None,Round Reading Glasses,Intoxicated,Dragon Breath,None,Generalist,Built (Brown),None,28.79914573597102,6613
6614,None,None,Covid Mask (Eucalyptus),Round Reading Glasses,Intoxicated,Thug Life Joint,None,Black Ops,Shadow,None,39.2291120785721,6614
6615,White Tank,None,Tear Tat,Hard Thunder Glasses,Soulless,Diamond Grills,None,Generalist,Cosmic,None,45.10133929684111,6615
6616,Hawaiian Blue T-Shirt,None,Blush,Hard Thunder Glasses,Smug,Thug Life Joint,None,Double Agent,Built (Brown),None,47.49671975063647,6616
6617,Teal Puffer Jacket,None,Diamond Stud,Thug Life Glasses,Soulless,Thug Life Joint,None,Black Ops,Classic,None,54.433088895868586,6617
6618,Black Puffer Jacket,Pink Heart Necklace,Blush,Thug Life Glasses,Bitcoins,Happy,Flower Blue,Double Agent,Classic,None,88.5676742573774,6618
6619,Red Jersey,None,None,Round Reading Glasses,Angry,Cheeky,None,Generalist,Classic,None,28.445461490926533,6619
6620,Fireman Uniform,None,Blush,None,Soulless,Cigarette,None,Operator,Dark,None,33.90413093136166,6620
6621,Pink Dress,None,None,Black Aviator Sunglasses,Happy,Smug,None,Generalist,Robot,None,32.479418589107546,6621
6622,Black/White Tracksuit,Double Katana,None,None,Intoxicated,Happy,None,Operator,Tatted (Sandy),None,54.84951035329865,6622
6623,None,None,Gold Earrings,Eye Patch,Bitcoins,Smug,Fireman Helmet,Engineer,Tatted (Brown),None,57.655921971341606,6623
6624,Black/Blue Tracksuit,None,Gold Ear Piercing,Round Reading Glasses,Smug,Cigarette,Golden Laurel,Double Agent,Built (Brown),None,65.72291345925322,6624
6625,Red Jumpsuit,None,None,None,Happy,Dragon Breath,None,Generalist,Brown,None,15.916465947967385,6625
6626,None,None,Blush,None,Happy,Smug,Cream Borsalino,Generalist,Robot,None,27.094285920997034,6626
6627,None,None,Gold Ear Piercing,Hard Thunder Glasses,Happy,Angry,Blue Snapback Hat,Field Agent,Tatted (Shadow),None,51.45367545648115,6627
6628,Teal Puffer Jacket,None,None,Hard Thunder Glasses,Cheeky,Angry,Pink Snapback Hat,Operator,Freakazoid,None,52.31112124712525,6628
6629,Grey Puffer Jacket,None,Blush,Black Aviator Sunglasses,Intoxicated,Cigarette,None,Double Agent,Brown,None,41.180863149507864,6629
6630,None,None,Diamond Stud Earrings,Round Reading Glasses,Jaundice,Happy,None,Field Agent,Tatted (Sandy),None,43.206165678131065,6630
6631,Red/White Tracksuit,None,Covid Mask (Cat Mouth),Eye Patch,Jaundice,Leaf,Flower Blue,Generalist,Classic,None,56.484918307796015,6631
6632,Wackdonalds Uniform,None,Gas Mask,None,Intoxicated,Golden Grills,None,Field Agent,Brown,None,36.64347255162994,6632
6633,Red Hoodie,None,None,None,Bullish,Smug,None,Generalist,Classic,None,16.833929434112342,6633
6634,None,None,Disposable Face Mask,None,Jaundice,Leaf,DJ Headphones,Engineer,Classic,None,38.608545141808435,6634
6635,None,None,None,None,Bullish,Smug,Halo,Generalist,Brown,None,16.713778892533387,6635
6636,Orange Jersey,Silver Chain,Blush,Thug Life Glasses,Cheeky,Cigarette,None,Generalist,Brown,None,64.22432271517778,6636
6637,None,None,None,Hard Thunder Glasses,Happy,Dragon Breath,Pink Beanie,Generalist,Pink,None,28.959357583346666,6637
6638,Pink Turtleneck,None,Anbu Mask,None,None,Cigarette,Black Headphones,Field Agent,Pink,None,56.16456870697812,6638
6639,None,None,Gold Earrings,Round Reading Glasses,Bored,Thug Life Joint,Pink Beanie,Generalist,Classic,None,43.36970230797344,6639
6640,Wackdonalds Uniform,None,None,Thug Life Glasses,Intoxicated,Cigarette,None,Operator,Brown,None,35.96927384858386,6640
6641,Overalls,None,Silver Ear Piercing,Black Aviator Sunglasses,Soulless,Bubble Gum,Princess' Crown,Generalist,Built (Pink),None,61.1423963774506,6641
6642,None,None,None,Black Aviator Sunglasses,Smug,Smoker's Pipe,Pink Snapback Hat,Generalist,Golden,None,34.15106390545807,6642
6643,Blue Ball Gown,None,Gold Earrings,Round Reading Glasses,Intoxicated,Cigarette,None,Generalist,Brown,None,35.9726964154942,6643
6644,Black Hoodie,None,Blush,Hard Thunder Glasses,Angry,Cigarette,None,Generalist,Tatted (Brown),None,36.08943139158251,6644
6645,None,None,None,None,Intoxicated,Smug,Black Headphones,Engineer,Classic,None,22.18265798691725,6645
6646,None,None,Silver Ear Piercing,Hard Thunder Glasses,Smug,Cheeky,Black Headphones,Black Ops,Shadow,None,50.17916355257221,6646
6647,None,None,Silver Earrings,None,Happy,Cigarette,None,Generalist,Brown,None,13.664241567614832,6647
6648,Punk Jacket,ID Badge,Covid Mask (Cat Mouth),Round Reading Glasses,Intoxicated,Happy,Pink Beanie,Generalist,Dark,None,77.11181006849695,6648
6649,None,None,Silver Ear Piercing,Hard Thunder Glasses,Smug,Happy,Yellow Beanie,Field Agent,Classic,None,46.365626889654784,6649
6650,Wackdonalds Uniform,None,Blush,Hard Thunder Glasses,Jaundice,Smug,Black Headphones,Generalist,Tatted (Classic),None,51.093370332261486,6650
6651,Pink Ball Gown,None,None,Hard Thunder Glasses,Angry,Angry,Halo,Engineer,Classic,None,47.72357384532489,6651
6652,None,None,None,Thug Life Glasses,Angry,Dragon Breath,Laurel,Double Agent,Built (Sandy),None,43.86005925509722,6652
6653,Pink Fur Coat,None,Fake Moustache,Round Reading Glasses,Intoxicated,Happy,Flower Blue,Generalist,Dark,None,49.49858023662406,6653
6654,White Puffer Jacket,None,Silver Ear Piercing,None,Bullish,Angry,None,Operator,Tatted (Shadow),None,42.0116832772796,6654
6655,Pink Puffer Jacket,None,None,None,Bullish,Angry,None,Field Agent,Pink,None,30.68418648565661,6655
6656,Hippie Tie-Dye Shirt,None,Tear Tat,None,Bullish,Cigarette,None,Generalist,Freakazoid,None,31.418382875661454,6656
6657,None,None,Blush,None,Intoxicated,Thug Life Joint,None,Operator,Shadow,None,22.289488345417528,6657
6658,None,None,Tear Tat,Hard Thunder Glasses,Angry,Cheeky,Cream Borsalino,Double Agent,Robot,None,50.359337803130884,6658
6659,Summer Dress,None,Gold Earrings,Black Aviator Sunglasses,Intoxicated,Happy,None,Field Agent,Purple,None,50.52614883134606,6659
6660,Wackdonalds Uniform,Jade Stone,Blush,None,Bullish,Happy,Blue Snapback Hat,Operator,Pink,None,77.86241148580389,6660
6661,Pink Puffer Jacket,None,None,Eye Patch,Jaundice,Smug,Black Headphones,Generalist,Tatted (Classic),None,49.545428272200795,6661
6662,None,None,Tear Tat,None,Intoxicated,Leaf,Black Snapback Hat,Double Agent,Tatted (Brown),None,36.87359170346616,6662
6663,None,None,None,None,Angry,Cigarette,Blue Snapback Hat,Field Agent,Built (Sandy),None,29.266212153257914,6663
6664,Grey Puffer Jacket,ID Badge,Gas Mask,None,Bullish,Smug,Red Snapback Hat,Engineer,Built (Brown),None,82.78310779850592,6664
6665,None,None,None,None,Cheeky,Bored,Flower Pink,Engineer,Classic,None,27.617978170431535,6665
6666,None,None,None,Hard Thunder Glasses,Cheeky,Happy,Top Hat,Generalist,Classic,None,25.622767911534755,6666
6667,White Puffer Jacket,Silver Chain,Blush,Round Reading Glasses,Happy,Dragon Breath,Flower Pink,Black Ops,Classic,None,84.70121859268319,6667
6668,High Roller Kimono,None,Scars,Black Sunglasses,Intoxicated,Smug,None,Generalist,Purple,None,43.252906593075174,6668
6669,None,Double Katana,Blush,Thug Life Glasses,Jaundice,Smug,None,Engineer,Brown,None,63.6304495160385,6669
6670,Wackdonalds Uniform,None,Blush,Black Aviator Sunglasses,Cheeky,Smug,None,Black Ops,Brown,None,45.06445060699774,6670
6671,None,None,None,None,None,Dragon Breath,Cyclops,Black Ops,Robot,None,32.18891364708653,6671
6672,Gold Pimp Coat,None,None,3D Glasses,Intoxicated,Dragon Breath,None,Field Agent,Built (Sandy),None,41.91827153216608,6672
6673,Navy Dress,None,None,Round Reading Glasses,Intoxicated,Leaf,None,Operator,Shadow,None,38.33485601851756,6673
6674,Overalls,ID Badge,Scars,Hard Thunder Glasses,Happy,Diamond Grills,Ice Crown,Generalist,Frozen,None,84.5346150966226,6674
6675,Wackdonalds Uniform,None,Tear Tat,Hard Thunder Glasses,Smug,Dragon Breath,Red Devil Horns,Generalist,Dark,None,48.94138282141233,6675
6676,Pink Puffer Jacket,None,None,None,Cheeky,Dragon Breath,Red Snapback Hat,Field Agent,Classic,None,38.11142482703928,6676
6677,None,None,Anbu Mask,None,None,Happy,Black Snapback Hat,Field Agent,Dark,None,40.43345805184685,6677
6678,Ruby Dress,Jade Stone,Silver Ear Piercing,Black Aviator Sunglasses,Intoxicated,Cigarette,Halo,Operator,Brown,None,85.80881635993943,6678
