,Back,Body,Arms,Chest,Face,Hat,Element,Water,Grass,Air,Fire,Stage,Rarity score,Token Id
18144,rabbit,spots,cactus,leafnecklace,glossy,streak,grass,8.0,40.0,22.0,31.0,final_form,94.17129325913615,18766
18145,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,18767
18146,cloud,blank,club,diamonds,glossy,minime,fire,15.0,21.0,26.0,38.0,final_form,93.7238261722431,18768
18147,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18769
18148,piggy,blank,claw,bulba,stunned,bush,grass,29.0,34.0,13.0,24.0,final_form,93.12478797351551,18770
18149,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18771
18150,fossil,blobs,paw,diamonds,hmpf,mage,fire,11.0,26.0,24.0,40.0,final_form,92.5172102014764,18772
18151,horse,stripes,crab,bowtie,faceface,grasscrown,grass,18.0,54.0,13.0,15.0,final_form,93.08333761195622,18773
18152,fox,wave,wing,paperheart,cutelashes,air,air,22.0,25.0,29.0,24.0,final_form,93.48075824350937,18774
18153,charred,stripes,nub,firespark,froggeh,spikes,fire,7.0,10.0,24.0,59.0,final_form,94.05980015952191,18775
18154,dragonfly,scales,claw,flowerrainbow,ditto,dog,grass,7.0,81.0,4.0,7.0,final_form,93.9225637159928,18776
18155,fossil,scales,crab,bulba,trunk,miner,grass,0.0,66.0,34.0,0.0,final_form,92.70161528993948,18777
18156,tail,scales,tentaclesout,joey,derpy,ears,water,100.0,0.0,0.0,0.0,final_form,93.59935421936464,18778
18157,cloud,zigzag,paw,diamonds,trunk,mohawk,fire,0.0,25.0,11.0,64.0,final_form,91.96819122981765,18779
18158,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,18780
18159,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18781
18160,rattle,splotch,crab,symbolgrass,derpy,grasscrown,grass,25.0,31.0,21.0,23.0,final_form,92.49429072877761,18782
18161,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18783
18162,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18784
18163,batwing,spots,handhand,symbolfire,hearts,bumps,fire,0.0,40.0,0.0,60.0,final_form,93.13621716087385,18785
18164,horse,blobs,crab,vinebelt,hmpf,grasscrown,grass,13.0,54.0,21.0,13.0,final_form,93.06904293661523,18786
18165,dragonfly,blank,crab,round,trunk,dog,grass,17.0,32.0,25.0,25.0,final_form,90.82305016463245,18787
18166,squirrel,blobs,paw,aircrystals,piggy,cloudo,air,8.0,21.0,47.0,24.0,final_form,93.3149593808158,18788
18167,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18789
18168,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18790
18169,cloud,stripes,spatula,firebelt,trunk,mage,fire,15.0,14.0,19.0,52.0,final_form,94.63594242442423,18791
18170,piggy,zigzag,spatula,scales,hmpf,minime,fire,10.0,24.0,9.0,57.0,final_form,94.26993494147459,18792
18171,horse,spots,cactus,petalyellow,cutehappy,clyde,grass,18.0,41.0,22.0,19.0,final_form,92.72306221082574,18793
18172,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,18794
18173,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,18795
18174,fossil,blank,firehands,face,hmpf,minime,fire,15.0,36.0,12.0,37.0,final_form,94.00689205421206,18796
18175,tailfin,stripes,ducky,round,smirk,swoop,water,45.0,19.0,22.0,14.0,final_form,94.57446766626612,18797
18176,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18798
18177,fox,scales,spatula,face,OwO,minime,fire,0.0,8.0,8.0,85.0,final_form,94.38001333870078,18799
18178,fox,splotch,club,round,toad,hornbull,fire,15.0,31.0,19.0,36.0,final_form,93.35784768795573,18800
18179,rattle,blank,paw,bulba,smirk,bush,grass,23.0,26.0,26.0,25.0,final_form,91.3148609179593,18801
18180,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18802
18181,charred,zigzag,marshmallow,firebelt,uwu,mohawk,fire,15.0,23.0,20.0,42.0,final_form,94.57730105623988,18803
18182,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18804
18183,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18805
18184,piggy,scales,firehands,hairy,OwO,dog,fire,4.0,35.0,16.0,45.0,final_form,94.41148603394457,18806
18185,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,18807
18186,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,18808
18187,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,18809
18188,tail,blank,marshmallow,firebelt,trunk,fossil,fire,1.0,19.0,9.0,71.0,final_form,94.93758147488903,18810
18189,butterfly,blank,nub,ruffles,derpy,cat,air,13.0,17.0,53.0,17.0,final_form,92.86318731128209,18811
18190,fossil,spots,claw,bulba,cheerful,bumps,grass,20.0,31.0,30.0,20.0,final_form,92.52289749424544,18812
18191,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,18813
18192,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18814
18193,squirrel,blank,flower,bulba,ditto,bush,grass,23.0,32.0,27.0,19.0,final_form,92.83311286373954,18815
18194,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18816
18195,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18817
18196,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,18818
18197,cat,scales,nub,joey,OwO,halo,air,31.0,2.0,51.0,16.0,final_form,93.93400271802813,18819
18198,horse,zigzag,balloon,hairy,facepaint,flyinghat,air,20.0,23.0,44.0,13.0,final_form,93.71952569048389,18820
18199,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18821
18200,monke,blank,cactus,symbolgrass,glossy,grasscrown,grass,8.0,53.0,23.0,16.0,final_form,93.52795588722476,18822
18201,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18823
18202,squirrel,scales,sun,rainbow,trunk,tuft,air,0.0,0.0,100.0,0.0,final_form,93.38635358140725,18824
18203,cloud,splotch,handhand,fireplace,derpy,mohawk,fire,25.0,15.0,25.0,35.0,final_form,93.67951165153738,18825
18204,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18826
18205,squirrel,spots,cactus,petalyellow,trunk,clyde,grass,23.0,37.0,19.0,21.0,final_form,92.6987475891764,18827
18206,batwing,stripes,spatula,goldnecklace,ditto,burning head,fire,21.0,32.0,14.0,34.0,final_form,94.21276073896611,18828
18207,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18829
18208,dragonfly,blobs,nub,joey,faceface,feathersyellow,air,0.0,30.0,70.0,0.0,final_form,91.94248773060961,18830
18209,rattle,stripes,paw,toto,facepaint,finblades,water,34.0,25.0,19.0,22.0,final_form,92.78313252211274,18831
18210,batwing,blobs,nub,cloud,stunned,hive,air,24.0,17.0,39.0,20.0,final_form,93.29636894567253,18832
18211,snail,blobs,pickaxe,flowerrainbow,piggy,dog,grass,22.0,33.0,13.0,31.0,final_form,93.15336965079405,18833
18212,cloud,scales,claw,hairy,clyde,burning head,fire,8.0,30.0,17.0,45.0,final_form,93.88538269804454,18834
18213,squirrel,scales,flower,symbolgrass,facepaint,fin,grass,22.0,44.0,23.0,11.0,final_form,93.00755076462467,18835
18214,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18836
18215,tailfin,scales,tentaclesout,joey,angry,antennatriple,water,55.0,12.0,23.0,10.0,final_form,95.33215978859593,18837
18216,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18838
18217,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18839
18218,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18840
18219,fire,wave,paw,round,glossy,fossil,fire,17.0,28.0,26.0,30.0,final_form,91.46927973484934,18841
18220,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,18842
18221,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18843
18222,fin,zigzag,balloon,toto,faceface,air,air,25.0,24.0,30.0,20.0,final_form,93.55368270280076,18844
18223,rattle,splotch,pinscer,petalyellow,derpy,ears,grass,10.0,56.0,16.0,18.0,final_form,93.31352077093624,18845
18224,tail,scales,penguin,diamonds,ditto,cat,water,64.0,12.0,12.0,12.0,final_form,93.42921916032331,18846
18225,horse,wave,mushroom,vinebelt,smirk,antlers,grass,14.0,34.0,20.0,33.0,final_form,93.16196153865907,18847
18226,fin,spots,balloon,cloudbelt,happy,farmer,air,22.0,14.0,51.0,13.0,final_form,94.76602448351808,18848
18227,fin,splotch,penguin,round,grin,antennatriple,water,27.0,25.0,24.0,24.0,final_form,92.7631058383663,18849
18228,tadpole,zigzag,crab,round,smirk,cat,water,100.0,0.0,0.0,0.0,final_form,93.04037403655391,18850
18229,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18851
18230,monke,stripes,cactus,vinebelt,cuteangry,fossil,grass,26.0,28.0,24.0,22.0,final_form,92.48572946290025,18852
18231,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18853
18232,tail,stripes,handhand,round,OmO,antennatriple,water,72.0,4.0,12.0,11.0,final_form,93.43790387877912,18854
18233,tentacle,splotch,penguin,porthole,doubleface,tako,water,67.0,0.0,8.0,25.0,final_form,95.33216458503917,18855
18234,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18856
18235,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18857
18236,rabbit,scales,crab,leafnecklace,angry,sprout,grass,24.0,35.0,19.0,22.0,final_form,93.29919458811406,18858
18237,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18859
18238,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18860
18239,cloud,blank,penguin,joey,froggeh,aircrown,air,16.0,0.0,71.0,12.0,final_form,93.2906385614267,18861
18240,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18862
18241,horse,scales,claw,bulba,OwO,minime,grass,24.0,35.0,16.0,25.0,final_form,92.51432715283387,18863
18242,tail,stripes,soda,round,uwu,waterbump,water,64.0,4.0,31.0,2.0,final_form,95.01194402706523,18864
18243,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18865
18244,bug,splotch,crab,tube,hearts,fin,water,28.0,24.0,23.0,25.0,final_form,93.80102366370883,18866
18245,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18867
18246,dragonfly,blobs,wing,symbolair,cutehappy,ram,air,25.0,26.0,30.0,19.0,final_form,93.80958338038961,18868
18247,charred,splotch,spatula,hairy,OwO,chef,fire,19.0,27.0,23.0,30.0,final_form,93.73523794648409,18869
18248,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,18870
18249,rabbit,wave,pinscer,bulba,smirk,streak,grass,14.0,36.0,24.0,25.0,final_form,93.31634751994677,18871
18250,cat,zigzag,sun,symbolair,cutehappy,halo,air,11.0,20.0,51.0,18.0,final_form,94.97618951800618,18872
18251,puff,zigzag,nub,round,cheerful,finblades,water,61.0,11.0,18.0,10.0,final_form,93.02475527365576,18873
18252,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18874
18253,charred,splotch,cloud,firespark,piggy,horns,fire,0.0,0.0,0.0,100.0,final_form,93.54359479432644,18875
18254,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18876
18255,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18877
18256,batwing,stripes,cloud,goldnecklace,ditto,firecrown,fire,11.0,19.0,20.0,50.0,final_form,94.13127457176563,18878
18257,piggy,blobs,marshmallow,face,cheerful,fossil,fire,0.0,0.0,36.0,64.0,final_form,93.67375706459582,18879
18258,snail,wave,pinscer,ruffles,smirk,dog,grass,22.0,48.0,18.0,12.0,final_form,92.03254372341867,18880
18259,cloud,zigzag,nub,diamonds,OwO,dog,fire,15.0,26.0,27.0,32.0,final_form,92.2484333878747,18881
18260,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18882
18261,snail,scales,claw,grasscollarpink,cuteangry,snake,grass,14.0,41.0,20.0,24.0,final_form,92.89746912098607,18883
18262,tail,blank,claw,firebelt,tired,hornbull,fire,27.0,20.0,25.0,29.0,final_form,93.8038884875117,18884
18263,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18885
18264,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18886
18265,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18887
18266,horse,wave,sun,rainbow,piggy,unicorn,air,17.0,13.0,60.0,10.0,final_form,94.79319426255091,18888
18267,squirrel,splotch,cloud,cloudbelt,piggy,clyde,air,22.0,16.0,47.0,15.0,final_form,93.52940401550445,18889
18268,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18890
18269,dragonfly,blank,cactus,bulba,stunned,sprout,grass,17.0,34.0,28.0,21.0,final_form,93.17910561639057,18891
18270,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18892
18271,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18893
18272,rabbit,wave,nub,grasscollarpink,uwu,bush,grass,15.0,45.0,6.0,34.0,final_form,93.51081830267563,18894
18273,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,18895
18274,cat,blobs,paw,ruffles,piggy,swoop,water,64.0,12.0,12.0,12.0,final_form,92.45993763445959,18896
18275,batwing,stripes,penguin,hairy,toad,unicorn,air,3.0,1.0,93.0,2.0,final_form,95.03053564302546,18897
18276,butterfly,blank,penguin,symbolair,tired,feathersyellow,air,0.0,0.0,100.0,0.0,final_form,93.32772372392392,18898
18277,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18899
18278,horse,blobs,sun,ruffles,grin,halo,air,8.0,43.0,46.0,3.0,final_form,94.81608362954172,18900
18279,piggy,scales,crab,ruffles,ditto,ears,grass,19.0,36.0,24.0,21.0,final_form,91.34917785065157,18901
18280,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18902
18281,puff,stripes,penguin,aircrystals,OmO,ram,air,9.0,21.0,61.0,10.0,final_form,94.57016792257711,18903
18282,fire,stripes,paw,scales,hmpf,mage,fire,26.0,28.0,15.0,30.0,final_form,93.22487911201644,18904
18283,squirrel,zigzag,nub,round,threeeyes,clyde,air,0.0,33.0,67.0,0.0,final_form,90.48852437797446,18905
18284,fin,stripes,balloon,rainbow,faceface,aircrown,air,15.0,14.0,52.0,19.0,final_form,94.71599123645257,18906
18285,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,18907
18286,fox,blank,nub,cloudbelt,cheerful,puff,air,21.0,14.0,48.0,17.0,final_form,93.16054417979038,18908
18287,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,18909
18288,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18910
18289,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18911
18290,rattle,wave,claw,grasscollarpink,OmO,bush,grass,23.0,31.0,27.0,19.0,final_form,92.55434665192668,18912
18291,fire,stripes,club,diamonds,ditto,minime,fire,12.0,21.0,30.0,38.0,final_form,94.17130093301628,18913
18292,fox,spots,torch,round,cutelashes,ears,fire,24.0,28.0,19.0,30.0,final_form,92.24557535257757,18914
18293,tail,stripes,nub,symbolfire,piggy,ears,fire,0.0,33.0,0.0,67.0,final_form,91.9038582140952,18915
18294,rattle,splotch,pickaxe,ruffles,OmO,snake,grass,15.0,53.0,16.0,16.0,final_form,92.92608297004473,18916
18295,fox,zigzag,airhorn,aircrystals,froggeh,farmer,air,12.0,8.0,75.0,5.0,final_form,95.0719714683084,18917
18296,tentacle,scales,tentaclesout,waterbelt,hearts,clyde,water,40.0,30.0,18.0,12.0,final_form,94.69169056043275,18918
18297,rabbit,zigzag,vine,grasscollarpink,cutehappy,antennasingle,grass,18.0,39.0,24.0,19.0,final_form,93.43357912102962,18919
18298,charred,spots,paw,symbolfire,glossy,hornbull,fire,10.0,29.0,26.0,35.0,final_form,93.58514897911019,18920
18299,tailfin,stripes,crab,porthole,hmpf,antennasingle,water,34.0,17.0,29.0,20.0,final_form,95.0333807653716,18921
18300,cloud,wave,handhand,symbolfire,toad,chef,fire,0.0,30.0,3.0,67.0,final_form,93.5536827766912,18922
18301,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18923
18302,bug,scales,handhand,rainbow fish,tired,watercrown,water,47.0,11.0,11.0,31.0,final_form,95.10058428433098,18924
18303,piggy,scales,claw,leafnecklace,derpy,snake,grass,27.0,28.0,25.0,20.0,final_form,92.44713713675723,18925
18304,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18926
18305,piggy,blank,handhand,diamonds,glossy,minime,fire,8.0,29.0,13.0,50.0,final_form,93.13052706467755,18927
18306,snail,blank,nub,round,glossy,antennatriple,water,54.0,14.0,16.0,16.0,final_form,92.8188778819855,18928
18307,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18929
18308,squirrel,spots,flower,symbolgrass,doubleface,dog,grass,21.0,33.0,31.0,15.0,final_form,92.98754112585435,18930
18309,cat,wave,cloud,joey,OmO,antlers,air,15.0,16.0,43.0,27.0,final_form,93.90540561862217,18931
18310,puff,blobs,wingwing,joey,doubleface,halo,air,13.0,28.0,32.0,28.0,final_form,94.18703038153511,18932
18311,monke,scales,nub,round,glossy,mage,fire,8.0,31.0,12.0,50.0,final_form,91.95822448462894,18933
18312,fossil,splotch,paw,ruffles,cutehappy,snake,grass,26.0,29.0,21.0,24.0,final_form,90.81161846702503,18934
18313,tentacle,spots,fishingpole,diamonds,cuteangry,waterhorn,water,41.0,24.0,28.0,7.0,final_form,95.67386128280285,18935
18314,fire,scales,torch,round,toad,ears,fire,23.0,25.0,22.0,30.0,final_form,92.40568714393508,18936
18315,rattle,spots,vine,spikes,threeeyes,streak,grass,24.0,27.0,25.0,25.0,final_form,91.99393708243228,18937
18316,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18938
18317,dragonfly,splotch,nub,leafnecklace,hearts,antennasingle,grass,8.0,64.0,16.0,12.0,final_form,91.98824012300551,18939
18318,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18940
18319,fin,spots,paw,joey,hmpf,swoop,water,69.0,0.0,8.0,23.0,final_form,93.66521402415398,18941
18320,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18942
18321,tentacle,spots,crab,rainbow fish,cheerful,waterhorn,water,34.0,24.0,22.0,20.0,final_form,94.947595591003,18943
18322,tail,blank,soda,rainbow fish,grin,froggeh,water,64.0,12.0,12.0,12.0,final_form,94.4499782986018,18944
18323,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18945
18324,batwing,spots,sun,symbolair,cutehappy,feathersyellow,air,16.0,18.0,45.0,20.0,final_form,94.72742603269151,18946
18325,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18947
18326,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18948
18327,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18949
18328,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18950
18329,monke,splotch,flower,ruffles,OwO,antennadouble,grass,15.0,51.0,15.0,19.0,final_form,92.90178148230264,18951
18330,snail,zigzag,claw,petalyellow,stunned,streak,grass,18.0,30.0,25.0,27.0,final_form,92.15690292484265,18952
18331,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18953
18332,tadpole,scales,crab,rainbow fish,piggy,streak,water,37.0,31.0,32.0,0.0,final_form,95.04910600809401,18954
18333,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18955
18334,fin,blank,airhorn,aircrystals,toad,farmer,air,25.0,21.0,43.0,10.0,final_form,94.67595395431347,18956
18335,fossil,splotch,vine,spikes,faceface,dog,grass,0.0,100.0,0.0,0.0,final_form,91.83087612240271,18957
18336,fin,scales,balloon,round,grin,aircrown,air,22.0,22.0,33.0,23.0,final_form,92.83315381561125,18958
18337,horse,blobs,balloon,toto,trunk,hive,air,19.0,20.0,42.0,18.0,final_form,94.10696902576966,18959
18338,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18960
18339,tail,splotch,crab,rainbow fish,trunk,streak,water,56.0,21.0,20.0,2.0,final_form,94.87468832482614,18961
18340,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18962
18341,batwing,stripes,claw,face,cuteangry,bear,fire,18.0,27.0,25.0,31.0,final_form,93.20199771363329,18963
18342,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,18964
