,Baby,Hat,Accessories,Clothes,Eyes,Mouth,Body,Background,World,Line,Rarity score,Token Id
6385,None,None,Rubix,Nude,Happy,Neutral,Purple,Beach,Donut World,None,15.520546812410247,6385
6386,None,None,Bushy Brows,Red Wizard,Pixel Glasses,Scribble,Sea Foam,Mint,Wall Street Wasteland,Pink Glow,67.23090364709769,6386
6387,None,Green Space Sailor,Alien Bling,Urspecial Pinkblue,Smize,Omg,Pink,Orange,Donut World,None,32.09103480166921,6387
6388,None,Orange Bucket,Katana,Purple Party Shirt,Cute,Sad,Yellow,Beach,Donut World,None,32.17424352909276,6388
6389,None,None,Headphones,Urspecial Green,Happy,Smirk,Gradient 2,Flowy Blue,Donut World,None,18.97748484776049,6389
6390,None,None,None,Red Ski Jacket,Neutral,Kissy,Yellow,Blue,Donut World,None,1.3371324124391883,6390
6391,None,Green Coolman,None,Blue Party Shirt,Happy,Scream,Orange,Flowy Purple,Donut World,None,18.03582298590303,6391
6392,None,Green Coolman,None,Donut,Smize,Smiling,Light Green,Pink,Donut World,None,16.3893715993287,6392
6393,None,Blue Coolman,Pink Fanny Pack,Purple Party Shirt,Happy,Robo,Purple,Purple,Donut World,None,30.803440034101932,6393
6394,None,Purple Coolman,None,Clown,Cute,Kissy,White,Pink,Donut World,None,17.611974335264566,6394
6395,None,None,None,White Tux,Goggles,Oo,Orange,Flowy Orange,Donut World,None,6.565526685140879,6395
6396,Kitty,None,None,Blue Party Shirt,Cute,Kissy,Purple,Blue,Donut World,None,20.831575403010877,6396
6397,None,None,Spear,Green Cavedweller,Neanderthal Eyes,Reptilian,Pistachio,Rock,Dino World,None,39.06627328295744,6397
6398,None,None,None,Red Gameshow,Pink Party Glasses,Smirk,Gradient 2,Beach,Donut World,None,5.686293063975908,6398
6399,None,Captain,None,Urspecial Pinkblue,Cute,Joy,Pink,Wavy Blue Green,Donut World,None,20.6655666158695,6399
6400,Kitty,None,None,Nude,Sus,Oo,Pink,Pink,Donut World,None,21.063247901425598,6400
6401,None,Birthday,Ur Special Book,Nude,Pink Party Glasses,Smirk,Pink,Pink,Donut World,None,32.43187787731844,6401
6402,None,None,None,Red Gameshow,Happy,Scream,White,Pink,Donut World,None,2.9185150131937854,6402
6403,None,Antenna,None,Orange Ski Jacket,Pink Party Glasses,Oo,Gradient 3,Beach,Donut World,None,20.205221378795997,6403
6404,Puppy,None,None,Red Ski Jacket,Relieved,Omg,Orange,Stay Special Green,Donut World,None,22.57701979709376,6404
6405,None,Purple Coolman,None,Clown,Neutral,Kissy,Pink,Flowy Orange,Donut World,None,17.065865445187338,6405
6406,None,None,None,Green Hoodie,Relieved,Whiskers,White,Pink,Donut World,None,4.315474974841842,6406
6407,None,None,None,Orange Cavedweller,Neutral,Kissy,Sun Burn,Skin,Dino World,None,19.809937086597206,6407
6408,None,Pink Coolman,Pink Fanny Pack,Purple Party Shirt,Green Party Glasses,Kissy,Yellow,Orange,Donut World,None,32.78025879645078,6408
6409,None,Orange Coolman,Watch,Green Tank,Neutral,Joy,Gradient 4,Pink,Donut World,None,32.56982718883098,6409
6410,Squid,Yellow Coolman,None,Urspecial Orange,Cute,Joy,Gradient 2,Flowy Blue,Donut World,None,39.266720395245905,6410
6411,Banana,None,None,Adventurer,Heart Eyes,Smiling,Gradient 3,Tan,Dino World,None,40.02886365586817,6411
6412,None,None,Cape,Yellow Tank,Cute,Smiling,Yellow,Turquoise,Donut World,None,19.375365654058697,6412
6413,None,Green Space Sailor,None,Orange Gameshow,Neutral,Smirk,Light Blue,Pink,Donut World,None,15.174843879907737,6413
6414,Banana,Antenna,None,Urspecial Green,Green Party Glasses,Meow,Orange,Turquoise,Donut World,None,37.80228452061106,6414
6415,None,None,None,None,None,None,Christmas Tree,Ur Special Dark,None,None,28.772247792945905,6415
6416,None,Purple Coolman,Pink Fanny Pack,Purple Party Shirt,Smize,Smirk,Yellow,Blue,Donut World,None,30.447198700490794,6416
6417,None,Horns,Shark Tooth Necklace,Nude,Neanderthal Eyes,Pacifier,Stripes,Leaf,Dino World,None,51.94232947622625,6417
6418,None,Purple Coolman,None,Orange Gameshow,Green Party Glasses,Chubby Cheeks,Light Green,Light Blue,Donut World,None,18.82915349402342,6418
6419,None,None,None,Urspecial Pinkpurple,Smize,Omg,Gradient 2,Pink,Donut World,None,4.031894117782082,6419
6420,None,None,None,None,None,None,Blue Dude,Flowy Purple,None,None,28.45495679842645,6420
6421,None,None,None,Yellow Gameshow,Happy,Oo,Light Blue,Flowy Blue,Donut World,None,3.7353406549928843,6421
6422,Best Friend,Comb Over,None,Rough Sweater,Neutral,Smirk,White,Cave,Dino World,None,49.05049769739359,6422
6423,Puppy,None,Headphones,Blue Hoodie,Neutral,Neutral,Gradient 3,Turquoise,Donut World,None,35.15217089176647,6423
6424,Monkey,Green Bucket,None,Urspecial Pinkpurple,Furrowed,Neutral,Purple,Flowy Pink,Donut World,None,37.67754997661902,6424
6425,Puppy,Green Coolman,None,Urspecial Pinkblue,Goggles,Smiling,Purple,Orange,Donut World,None,35.19623630535083,6425
6426,None,None,Pink Fanny Pack,Pink Party Shirt,Happy,Scream,Light Green,Orange,Donut World,None,17.905607889282425,6426
6427,None,Pink Bucket,None,Blue Ski Jacket,Sus,Neutral,White,Canvas Purple,Donut World,None,20.410814960417547,6427
6428,None,Green Coolman,Scarf,Purple Tank,Gold Tinted Glasses,Kissy,Light Blue,Orange,Donut World,None,34.119799651040786,6428
6429,None,None,Yellow Fanny Pack,Nude,Green Party Glasses,Smiling,Orange,Turquoise,Donut World,None,17.669085149439884,6429
6430,None,None,None,Adventurer,Eye Patch,Grr,Mint Green,Rock,Dino World,None,25.555472860104295,6430
6431,None,None,Rubix,Nude,Purple Party Glasses,Whiskers,White,Blue,Donut World,None,18.771970082433327,6431
6432,None,None,Alien Bling,Urspecial Green,Perplexed,Oo,Pink,Orange,Donut World,None,20.51987316384037,6432
6433,Puppy,None,None,Clown,Purple Party Glasses,Neutral,White,Purple,Donut World,None,21.645775856420705,6433
6434,None,Blue Coolman,Katana,Clown,Gold Tinted Glasses,Joy,Light Blue,Turquoise,Donut World,None,34.998908647862855,6434
6435,Mummy,None,None,Nude,Neutral,Neutral,Stripes,Skin,Dino World,None,36.50991462636124,6435
6436,None,Green Bucket,Scarf,Blue Tank,Happy,Chubby Cheeks,Yellow,Flowy Orange,Donut World,None,32.80894571112306,6436
6437,None,Bear,None,Leaf,Neanderthal Eyes,Sabertooth,Stone,Flowy Orange,Dino World,None,38.67388031443756,6437
6438,None,None,Spear,Bear Coat,Neanderthal Eyes,Reptilian,Leafy Green,Tan,Dino World,None,39.79460681669627,6438
6439,None,None,Pink Fanny Pack,Star Suit,Purple Party Glasses,Robo,Orange,Orange,Donut World,None,20.665407928441713,6439
6440,Squid,None,None,Urspecial Pinkblue,Relieved,Chubby Cheeks,Orange,Light Blue,Donut World,None,21.271246052181958,6440
6441,Banana,Glow Spacecrown,None,Purple Party Shirt,Relieved,Oo,Yellow,Blue,Donut World,None,35.21714552516451,6441
6442,None,None,None,Urspecial Green,Heart Eyes,Meow,Purple,Stay Special Green,Donut World,None,7.142949991928262,6442
6443,Pterodactyl,Bone Stud,Backpack,Green Cavedweller,Neanderthal Eyes,Neutral,Yellow Cheetah,Rock,Dino World,None,70.0081259381627,6443
6444,Monkey,Ear Loops,None,Green Tank,Happy,Robo,Gradient 2,Ur Special Green,Donut World,None,37.263993627332525,6444
6445,None,None,None,Blue Tank,Cute,Smiling,Pink,Purple,Donut World,None,3.922575502600386,6445
6446,None,None,Yellow Fanny Pack,Owls Tee,Neutral,Smiling,Pink,Beach,Donut World,None,16.137102277930904,6446
6447,None,None,Zzz,Rough Sweater,Furrowed,Smirk,Sun Burn,Cave,Dino World,None,38.7155398362826,6447
6448,None,None,None,Purple Hoodie,Relieved,Neutral,Light Blue,Beach,Donut World,None,3.896662309671145,6448
6449,None,None,None,Pink Party Shirt,Cute,Smirk,Gradient 1,Light Blue,Donut World,None,4.731665092560054,6449
6450,None,None,Pink Fanny Pack,Purple Party Shirt,Relieved,Oo,Gradient 4,Beach,Donut World,None,19.54192774470705,6450
6451,None,None,None,Orange Ski Jacket,Happy,Robo,Pink,Turquoise,Donut World,None,2.832559627567306,6451
6452,None,Orange Bucket,Watch,Urspecial Pinkblue,Neutral,Sad,Pink,Light Blue,Donut World,None,29.86217771404257,6452
6453,Wolf,None,None,Orange Wizard,Heart Eyes,Ghoul,White,Mint,Wall Street Wasteland,Purple Glow,66.95775948286524,6453
6454,Kitty,None,Katana,Yellow Party Shirt,Smize,Omg,Light Green,Pink,Donut World,None,34.55112607152891,6454
6455,None,None,Spear,Fur,Cyclopse Lizard,Omg,Snow Leopard,Rock,Dino World,None,37.945468747321094,6455
6456,None,None,Scarf,Cozy Sweater 3,Purple Party Glasses,Omg,Light Green,Beach,Donut World,None,19.68746042953603,6456
6457,None,Blue Coolman,Katana,Blue Gameshow,Gold Tinted Glasses,Robo,Orange,Plaid Pink,Donut World,None,35.880592861555115,6457
6458,Squid,None,None,Purple Hoodie,Relieved,Meow,Light Blue,Orange,Donut World,None,23.02953298499149,6458
6459,None,Beanie,Devil Tail,Lace Top,Neutral,Vampire Mouth,Lime Green,Ur Special Blue,Wall Street Wasteland,None,54.052035271064305,6459
6460,None,Third Eye,None,Orange Wizard,Mascara,Oo,Sterling Silver,Night,Wall Street Wasteland,Blue Glow,64.09744153566031,6460
6461,None,Yellow Bucket,Scarf,Johnalin Tank,Neutral,Joy,White,Flowy Blue,Donut World,None,32.45023866408582,6461
6462,Kitty,Sweatband,None,Urspecial Pinkpurple,Neutral,Oo,Light Green,Flowy Green,Donut World,None,34.20807194833904,6462
6463,Golden Monkey,None,None,Rough Sweater,Neanderthal Eyes,Oo,Stripes,Skin,Dino World,None,41.251086855633254,6463
6464,Monkey,Dad,None,Blue Hoodie,Pixel Glasses,Smiling,Sterling Silver,Plaid Pink,Donut World,None,39.10290572389416,6464
6465,None,Blue Coolman,None,Urspecial Green,Gold Tinted Glasses,Omg,Yellow,Plaid Orange,Donut World,None,20.293667693933777,6465
6466,None,Yellow Bucket,Scarf,Cozy Sweater 3,Happy,Whiskers,White,Orange,Donut World,None,31.547404351384394,6466
6467,None,None,Airpods,Orange Tank,Pixel Glasses,Whiskers,Gradient 2,Stay Special Pink,Donut World,None,24.65292756919481,6467
6468,None,None,None,Og Ski Jacket,Furrowed,Tongue,Pink,Light Blue,Donut World,None,5.956647937731908,6468
6469,None,None,None,Urspecial Pinkblue,Purple Party Glasses,Smiling,Purple,Orange,Donut World,None,3.8055523258522572,6469
6470,None,Blue Coolman,None,Orange Gameshow,Happy,Joy,Pink,Purple,Donut World,None,16.808059919179918,6470
6471,None,None,None,Hawaiian,Green Bans,Robo,Pink,Canvas Blue,Donut World,None,7.821794557594782,6471
6472,None,Witch Doctor,Spear,Green Cavedweller,Neanderthal Eyes,Neanderthal,Orange Sand,Cave,Dino World,None,53.26331235185048,6472
6473,None,Blue Space Sailor,None,Blue Gameshow,Happy,Smiling,White,Turquoise,Donut World,None,14.992646031847547,6473
6474,None,Caveboy,Spear,Adventurer,Relieved,Omg,Pistachio,Leaf,Dino World,None,50.98019045231007,6474
6475,None,Blue Mohawk,Devil Tail,Lederhosen,Mascara,Smiling,Gradient 3,Flowy Orange,Wall Street Wasteland,Pink,78.7221972372922,6475
6476,Snail,None,Watch,Urspecial Pinkblue,Neutral,Chubby Cheeks,Yellow,Light Blue,Donut World,None,33.752826420591234,6476
6477,None,None,Yellow Fanny Pack,Purple Party Shirt,Cute,Joy,Light Green,Beach,Donut World,None,19.42730158689193,6477
6478,None,Dad,None,Red Gameshow,Smize,Smiling,Gradient 3,Light Blue,Donut World,None,17.879839062830143,6478
6479,None,Orange Coolman,Scarf,Pizza,Pixel Glasses,Smiling,Yellow,Stay Special Green,Donut World,None,34.97297566176362,6479
6480,Puppy,None,None,Blue Party Shirt,Happy,Sad,Yellow,Stay Special Yellow,Donut World,None,20.282743015060483,6480
6481,None,Pink Bucket,None,Red Ski Jacket,Cute,Tongue,Orange,Light Blue,Donut World,None,18.709412014618522,6481
6482,None,None,Zzz,Lederhosen,Ghoul,Smiling,Gradient 3,Canvas Orange,Wall Street Wasteland,Purple Glow,64.43537204472814,6482
6483,None,Pink Space Sailor,None,Purple Party Shirt,Purple Tinted Glasses,Oo,Gradient 4,Flowy Orange,Donut World,None,21.817951176345936,6483
6484,None,Blue Space Sailor,None,Blue Party Shirt,Cute,Meow,Sterling Silver,Light Blue,Donut World,None,20.462659851250358,6484
6485,Kitty,None,None,Melon Skate Hoodie,Cute,Meow,Yellow,Orange,Donut World,None,23.146459403482787,6485
6486,None,None,Watch,Orange Tank,Happy,Smiling,Light Blue,Purple,Donut World,None,16.50634170903159,6486
6487,Potted Plant,None,None,Johnalin Tank,Purple Party Glasses,Omg,Gradient 1,Blue,Donut World,None,24.31188783647404,6487
6488,None,None,Watch,Blue Hoodie,Happy,Omg,Sterling Silver,Pink,Donut World,None,18.327134691041348,6488
6489,Potted Plant,None,Headphones,White Tux,Relieved,Chubby Cheeks,Purple,Canvas Orange,Donut World,None,38.04173753263869,6489
6490,None,None,Alien Bling,Hawaiian,Happy,Scream,Light Blue,Flowy Purple,Donut World,None,20.298691697848223,6490
6491,None,Orange Coolman,None,Nude,Smize,Whiskers,Light Blue,Pink,Donut World,None,16.410163504716678,6491
6492,Kitty,None,Scarf,Nude,Smize,Robo,Purple,Ur Special Blue,Donut World,None,35.86464029501303,6492
6493,None,Bear,Spear,Bear Coat,Neutral,Neanderthal,Gradient 1,Leaf,Dino World,None,50.53811991095174,6493
6494,None,None,None,Urspecial Tealorange,Pink Party Glasses,Kissy,Light Blue,Orange,Donut World,None,4.487047294088067,6494
6495,None,None,None,None,None,None,Purple Cat,Flowy Green,None,None,28.460155100531704,6495
6496,None,Orange Coolman,Headphones,Urspecial Green,Neutral,Kissy,Light Green,Beach,Donut World,None,29.713922835181723,6496
6497,None,Pyramid,None,Orange Cavedweller,Neanderthal Eyes,Sabertooth,Snow Leopard,Rock,Dino World,None,38.76222256498076,6497
6498,None,None,None,Pink Hoodie,Cute,Scream,White,Purple,Donut World,None,5.21020515519679,6498
6499,Monkey,None,None,White Tux,Happy,Joy,White,Pink,Donut World,None,19.544101582023373,6499
6500,Monkey,None,None,Hawaiian,Relieved,Chubby Cheeks,Gradient 3,Stay Special Pink,Donut World,None,24.181915197930067,6500
6501,None,None,None,Pink Party Shirt,Purple Party Glasses,Pacifier,White,Blue,Donut World,None,4.7472394435152045,6501
6502,Squid,None,None,Urspecial Tealorange,Sus,Smiling,Gradient 4,Light Blue,Donut World,None,23.489967704120684,6502
6503,None,Orange Coolman,None,Red Gameshow,Pink Party Glasses,Tongue,Gradient 2,Canvas Blue,Donut World,None,22.13512094601271,6503
6504,None,Comb Over,None,Rough Sweater,Neanderthal Eyes,Omg,Gradient 4,Skin,Dino World,None,36.74149397090364,6504
6505,Iguana,Green Bucket,None,Yellow Tank,Green Party Glasses,Oo,Yellow,Turquoise,Donut World,None,37.2405739539309,6505
6506,None,None,None,Urspecial Orange,Heart Eyes,Sad,Gradient 3,Blue,Donut World,None,5.696748204795102,6506
6507,None,Yellow Coolman,None,Yellow Party Shirt,Cute,Smiling,Gradient 2,Orange,Donut World,None,18.405275713177865,6507
6508,None,Yellow Bucket,None,Urspecial Pinkpurple,Pink Party Glasses,Omg,Orange,Blue,Donut World,None,18.280337493286705,6508
6509,None,Green Coolman,None,Orange Gameshow,Relieved,Neutral,White,Light Blue,Donut World,None,16.849904385578792,6509
6510,None,Blue Space Sailor,Pink Fanny Pack,Pink Party Shirt,Neutral,Smiling,Pink,Turquoise,Donut World,None,29.445995150625198,6510
6511,None,None,None,Yellow Party Shirt,Green Party Glasses,Scream,Light Blue,Purple,Donut World,None,5.865636296824299,6511
6512,None,None,None,Black Tie,X X,Scribble,Sea Foam,Wavy Pink,Wall Street Wasteland,Blue,51.87994338591023,6512
6513,None,Bone Stud,Spear,Green Cavedweller,Neanderthal Eyes,Omg,Gold,Skin,Dino World,None,51.50536046289751,6513
6514,Huckboy,None,None,Yellow Ski Jacket,Green Party Glasses,Kissy,Sterling Silver,Turquoise,Donut World,None,23.76042065758337,6514
6515,None,None,None,Urspecial Pinkpurple,Pink Party Glasses,Oo,Yellow,Purple,Donut World,None,4.323187104622761,6515
6516,None,None,None,Beetlejuice,Ghoul,Oo,Sea Foam,Night,Wall Street Wasteland,Red Glow,50.215486538420095,6516
6517,None,Pink Bucket,Pink Fanny Pack,Blue Party Shirt,Happy,Tongue,Light Blue,Purple,Donut World,None,31.09730017332574,6517
6518,Monkey,None,Headphones,Orange Rocket Tee,Neutral,Oo,Orange,Wavy Pink,Donut World,None,35.40969286519899,6518
6519,None,Antenna,Pink Fanny Pack,Nude,Relieved,Meow,Gradient 4,Beach,Donut World,None,33.883219933841495,6519
6520,None,Pink Coolman,None,Pizza,Neutral,Smiling,Yellow,Canvas Blue,Donut World,None,16.589870414143753,6520
6521,Huckboy,Blue Coolman,Scarf,Pizza,Cute,Oo,Light Green,Blue,Donut World,None,50.28305955536872,6521
6522,None,Gumball,Katana,Tan Skate Hoodie,Neutral,Neutral,Pink,Flowy Purple,Donut World,None,32.04964451283382,6522
6523,None,Pink Bucket,Scarf,Cozy Sweater 3,Cute,Neutral,Light Green,Orange,Donut World,None,33.22244639491898,6523
6524,None,Horns,None,Stained Sweat Shirt,Cyclopse Lizard,Smirk,Sun Burn,Skin,Dino World,None,36.751866899229,6524
6525,Christmas,None,None,Red Wizard,X X,Ghoul,Sterling Silver,Ur Special Blue,Wall Street Wasteland,Orange Glow,69.59467966364575,6525
6526,None,None,Cyborg Glove,Yellow Party Shirt,Heart Eyes,Omg,Orange,Flowy Green,Donut World,None,20.87367271705318,6526
6527,Dog,Blue Bucket,None,Green Rocket Tee,Cute,Sad,Orange,Turquoise,Donut World,None,36.72556955056798,6527
6528,Snail,Purple Coolman,Face Tats,Urspecial Tealorange,Happy,Oo,White,Light Blue,Donut World,None,47.757755136849504,6528
6529,None,Dad,Katana,Urspecial Pinkpurple,Relieved,Kissy,Yellow,Light Blue,Donut World,None,31.65937516901833,6529
6530,None,None,Bushy Brows,Beetlejuice,3d Glasses,Neutral,Sea Foam,Goo,Wall Street Wasteland,Blue,65.38974873664338,6530
6531,None,Purple Coolman,Cape,Purple Tank,Happy,Tongue,Purple,Orange,Donut World,None,31.976467958991822,6531
6532,None,Safari,Shark Tooth Necklace,Green Cavedweller,Neutral,Reptilian,Scales,Skin,Dino World,None,50.59780829796412,6532
6533,None,None,Electric Guitar,Yellow Party Shirt,Smize,Smirk,Gradient 2,Beach,Donut World,None,18.475421826638048,6533
6534,None,None,Og Fanny Pack,Blue Party Shirt,3d Glasses,Sad,Gradient 4,Light Blue,Donut World,None,21.315801522058734,6534
6535,Monkey,None,None,Yellow Party Shirt,Cute,Sad,White,Purple,Donut World,None,20.441491784125713,6535
6536,None,None,None,Purple Hoodie,Smize,Robo,Light Blue,Flowy Pink,Donut World,None,5.361014704458095,6536
6537,None,None,Cape,Leaf,Neutral,Smiling,Leafy Green,Cave,Dino World,None,34.84546427735147,6537
6538,None,Horns,Shark Tooth Necklace,Fur,Neanderthal Eyes,Sabertooth,Mint Green,Cave,Dino World,None,53.28410737805165,6538
6539,None,Pink Bucket,None,Red Ski Jacket,Green Party Glasses,Sad,White,Purple,Donut World,None,18.410502369559147,6539
6540,None,None,None,Blue Party Shirt,Neutral,Kissy,Gradient 2,Pink,Donut World,None,2.2710361268965458,6540
6541,None,None,None,None,None,None,Spooky Monster,Tan,None,None,28.31451108085348,6541
6542,Kitty,None,None,Nude,Heart Eyes,Pacifier,Pink,Turquoise,Donut World,None,21.864350116110437,6542
6543,Best Friend,None,Spear,Leaf,Neutral,Sabertooth,Yellow Cheetah,Flowy Purple,Dino World,None,54.27253448102386,6543
6544,None,Comb Over,Spear,Green Cavedweller,Neanderthal Eyes,Grr,Desert Sand,Rock,Dino World,None,53.16967866316921,6544
6545,None,None,Headphones,Melon Skate Hoodie,Smize,Smirk,Pink,Blue,Donut World,None,17.299658692916076,6545
6546,Pterodactyl,Crown,None,Pickle Suit,Heart Eyes,Confused,Blue Sand,Leaf,None,Purple Glow,84.98128085692859,6546
6547,None,Purple Coolman,Rubix,Urspecial Orange,Happy,Smirk,Pink,Canvas Blue,Donut World,None,31.89342623133074,6547
6548,None,None,Headphones,Green Hoodie,Neutral,Tongue,Light Blue,Plaid Pink,Donut World,None,18.68871270326629,6548
6549,Potted Plant,Green Coolman,Katana,Red Ski Jacket,Neutral,Omg,Orange,Blue,Donut World,None,47.74226947308257,6549
6550,Squid,None,None,Purple Hoodie,Neutral,Smiling,Sterling Silver,Blue,Donut World,None,20.34281639141094,6550
6551,Puppy,Sombrero,None,Orange Tank,Heart Eyes,Kissy,Orange,Light Blue,Donut World,None,35.981756873481096,6551
6552,Puppy,None,None,Nude,Smize,Pacifier,Orange,Blue,Donut World,None,19.702751249335222,6552
6553,None,None,Scarf,Nude,Neutral,Omg,Light Green,Beach,Donut World,None,14.901655704680788,6553
6554,None,Caveboy,Shark Tooth Necklace,Fur,Neanderthal Eyes,Oo,Gradient 1,Leaf,Dino World,None,51.48719840339035,6554
6555,None,None,Cape,Nude,Neutral,Joy,Gradient 3,Light Blue,Donut World,None,17.856562718963676,6555
