,Earrings,Hat,Hair,Neck,Top,Hex,Background,???,Cover,Face Accessory,Brooch,Mouth Piece,Extraordinary,Rarity score,Token Id
8501,Mouth,None,Iseul,Lunar Choker,Shoulder Strap,0xF9C9BD,Sunset Sky,X,None,Future,None,None,None,21.349314130091393,8501
8502,Art Block,Monarch,Ki,None,None,0xF9C9BD,Blue Lagoon,X,Neon Windbreaker,Machina,None,Cigarette,None,56.23971551680065,8502
8503,Pin Flower,Punk Bike Hat,Bada,None,Teal Puff,0xF9C9BD,Azure,X,None,Cybertech,None,None,None,22.901499651341492,8503
8504,Right Red Stud,None,Elio,Candy Kid,Black Loose Neck,0xF9C9BD,Viridian,Y,Pink Denim,Data,None,None,None,39.603508345700064,8504
8505,Checker,None,Orion,Silver Bar,Green Loose Neck,0xAA7560,Deep Cove,Y,None,Machine Mask,Black Flower,None,None,58.74711707083888,8505
8506,None,None,Lilly,None,Green Ropes,0xF8C3A2,Seafoam Blue,X,Taxi,Red Flames,None,None,None,15.482162910903346,8506
8507,Gauged,Headband,Jodi,None,Tigers,0xF9C9BD,Stratos,Y,None,Data,None,None,None,31.34305366858262,8507
8508,Smile,None,Easton,Thick Silver Chain,Red Loose Neck Stripes,0xF8C3A2,Cardinal,Y,None,Data,None,None,None,29.756782210774123,8508
8509,Tribal,Zipcy Bucket,Hea,Deep Stones,Heart Vest,0xF9C9BD,Vanilla Sky,X,Iridescent Blazer,Red Blockers,None,None,None,42.932073569392095,8509
8510,Sapphire,None,Betty,None,Breast Plate,0xF8C3A2,Cobalt,X,Brown Silk Shirt,Butterfly,None,None,None,21.34918042652934,8510
8511,Purple Star,Zipcy Beanie,Jewel,None,None,0xF8C3A2,Pink Sherbet,X,Neon Windbreaker,Carnival,Rainbow Unicorn,None,None,55.26620078115295,8511
8512,None,Pink Topper,Hea,Cat Collar,Black Straps,0x000000,Maroon Oak,X,None,Blocked Corners,None,None,None,33.33948589859514,8512
8513,Nuevo,None,Hyo,Teal Cross,None,0xF8C3A2,Cinereous,X,Doll,Future,None,None,None,29.0713719451836,8513
8514,Basic Chain,Steampunk,Bjorn,None,Gold Plate,0xF29876,Maroon Oak,Y,Pink Denim,None,None,None,None,41.18948035663072,8514
8515,Button Flower,Red Rose,Aera,Belt Choker,Red Raven,0xF9C9BD,Pale Lime,X,Future Leather,Butterfly,None,None,None,42.38401204189082,8515
8516,Big Gold Dangler,None,Roma,Universe Hearts,None,0xAA7560,Sunset Sky,X,Black Leather Studs,Machina,None,None,None,33.572276580590184,8516
8517,Solar,None,Orion,Glow,Black Loose Neck,0x000000,Iris,Y,Lumberjack,Data,None,None,None,46.28719877390294,8517
8518,None,None,Nari,None,Purple Leopard Heart,0xF8C3A2,Lavender,X,None,Rimless,None,None,None,5.4201956172535315,8518
8519,Cuffs,Hoop Beret,Iseul,Chain Link Cross,Heart Vest,0xF8C3A2,Cardinal,X,None,Butterfly,None,None,None,33.28140805842757,8519
8520,None,None,Orion,Z,Snake,0xF9C9BD,Red Wine,Y,None,Patchwork,None,None,None,23.96352435160186,8520
8521,Solar Rose,Sun Hat,Nari,None,None,0xF29876,Pale Olive,X,None,None,None,None,None,20.213052872487772,8521
8522,Red Tradition,None,Angelina,Universe Hearts,None,0xF29876,Sunset Sky,X,Candy Hoodie,Blue Bling,None,None,None,34.548994349063115,8522
8523,Big Gold Chain,Punk Bike Hat,Hana,Regal,Heart Vest,0x000000,Persian Indigo,X,None,Cutie Pie,None,None,None,39.61624477955476,8523
8524,Sapphire,Blue Beret,Jee,None,None,0xF9C9BD,Pine Green,X,Pastel Windbreaker,Cutie Pie,None,None,None,29.989510154536347,8524
8525,None,None,Gemma,Zippy Beats,Blue Vegas,0xAA7560,Stone,X,Urban Leather,Fish Bowl,None,None,None,29.9041146705484,8525
8526,Little Cuffs,Red Headband,Easton,Fleur-De-Lis,All Over Ropes,0xF8C3A2,Cadillac Pink,Y,None,None,None,None,None,36.011912512650156,8526
8527,Blue Tassle,Red Rose,Eui,Knotted Pearls,Red Carnival,0x000000,Seafoam Blue,X,Brown Silk Shirt,Red Bling,None,None,None,49.281943226668794,8527
8528,Ropes and Pearls,None,Youra,None,Armour Plate,0xF8C3A2,Cinereous,X,None,Green Cybex,None,None,None,11.942656443713235,8528
8529,4 Hoops,None,Boris,None,Beige Paint,0xF9C9BD,Pink Sherbet,Y,None,Pink Bad Zippy,None,Cigarette,None,45.91909231870115,8529
8530,None,Bamboo Jax,Idris,None,Black Tank,0xF8C3A2,Azure,Y,Purple Blazer,Chums,None,None,None,36.153103848802,8530
8531,Basic Chain,None,Wolf,Silver Bar,Black Loose Neck,0xF9C9BD,Deluge,Y,Poker,Silver Frames,None,None,None,39.13186058340893,8531
8532,Bronze,None,Bruno,None,Boyfriend Shirt,0xF29876,Ultra Pink,Y,Armor,None,None,None,None,30.05056125693548,8532
8533,None,None,Mel,None,Green Carnival,0xAA7560,Aubergine,X,Flannel,Flowers,None,None,None,19.980258364958654,8533
8534,None,Kiss Bucket Hat,Jodi,Silver Bar,Grey Shirt,0xF9C9BD,Persian Rose,Y,Punk,Blue Readers,None,Sucker,None,71.49179447825169,8534
8535,Black Safety Pin,None,Cho,Cuffs And Links,Punk,0xAA7560,Mariner,Y,Future Sheek,Blue Razor Mask,None,None,None,44.361426802147996,8535
8536,Key,None,Ari,Silver Links,Seafoam,0xF8C3A2,Seafoam Blue,Y,None,Zipper,None,None,None,30.503840697358275,8536
8537,Basic Chain,None,Remi,Silver Mixed Chains,Laugh Now,0xF9C9BD,Pale Lime,Y,None,Machine Mask,None,None,None,29.606663589683276,8537
8538,None,None,Easton,Z,Red Loose Neck Stripes,0xF29876,Pale Lime,Y,Punk,Gold Frames,None,None,None,39.389065305401864,8538
8539,Basic Chain,None,Cade,Lock And Key,Blue Loose Neck,0xAA7560,Cinereous,Y,Daddy,None,None,None,None,38.50407918971659,8539
8540,None,None,Mollie,Flower Choker,Plaid Ruffle,0xF29876,Moon Mist,X,None,Blue Gas,None,None,None,20.951126530568157,8540
8541,Gold Triangle,Blocked Beret,Lia,Ornate Crystals,Nightengale,0xF9C9BD,Auburn,X,Green Formal,Blocked Corners,None,None,None,41.96454907521521,8541
8542,Purple Star,Funky Beret,Jee,None,None,0xAA7560,Persian Rose,X,Pastel Windbreaker,Angel Eye,None,None,None,34.876131934340066,8542
8543,Mouth,Pretty Cat,Byeol,None,Fire Corset,0xF9C9BD,Pale Lime,X,Pink Leather Studs,Blue Gas,None,None,None,32.65054557871965,8543
8544,None,None,Hae,Silver Beads,Zipcy Runner,0xF9C9BD,Sunglow,X,Iridescent Blazer,Flowers,Rainbow Cactus,Pipe,None,75.91198016141767,8544
8545,None,None,Mel,Summoner,Torn Pink Striped,0xF8C3A2,Aubergine,X,Black Leather Studs,Flowers,None,None,None,25.47666366932101,8545
8546,Pin Flower,Four Dice,Moon,Belt Choker,Yellow Denim,0xF9C9BD,Cotton Sky,X,Iridescent Suit,Red Flames,None,None,None,42.390121490668676,8546
8547,Dark Cross,None,Koa,Belt,Pinl Loose Neck Stripes,0xAA7560,Pink Sherbet,Y,Ropes,None,None,Cigarette,None,64.802398751149,8547
8548,Eyes Eyes Eyes,Four Dice,Cho,Simple Choker,Black Dragon,0xF8C3A2,Neptune,X,None,Blocked Corners,None,None,None,32.39650981563636,8548
8549,None,None,Domino,None,Rumba,0xF9C9BD,Cotton Sky,X,Blue Off The Shoulder,Pink Gimp,None,None,None,15.589387889905964,8549
8550,Checker Chain,None,Dyl,Thick Silver Chain,Corset,0xF29876,Midnight Moss,Y,Suede,None,None,None,None,39.3491617835107,8550
8551,Double Emerald,Pink Topper,Cho,None,Green Vegas,0xF9C9BD,Viridian,X,None,Rimless Shades,None,None,None,22.843376326734813,8551
8552,Nuevo,None,Betty,None,Shoulder Strap,0xF9C9BD,Sunglow,X,None,Data,None,None,None,11.501763035196921,8552
8553,Basic Chain,Beanie,Jodi,Thorns,Roulette,0xF8C3A2,Cinereous,Y,Lumberjack,Blue Fire,None,None,None,51.85638334111135,8553
8554,Death,None,Echo,None,None,0x000000,Stratos,X,Pastel Windbreaker,Machina,None,None,None,25.63253609522863,8554
8555,Double Emerald,Bat Ears,Jee,Darkness Falls,Trippy,0xF8C3A2,Seafoam Blue,X,Iridescent Suit,Angel Eye,None,None,None,42.965748420436654,8555
8556,Gold Triangle,None,Byeol,None,Rumba,0xF9C9BD,Tyrian Purple,X,Taxi,Machina,None,None,None,21.254251540277306,8556
8557,None,None,Johnny,Fleur-De-Lis,Snake,0xF8C3A2,Pink Daisy,Y,Moto,None,None,None,None,28.467331938417583,8557
8558,Art Deco,None,Angelina,None,None,0xAA7560,Blue Koi,X,Candy Hoodie,Red Bling,None,None,None,23.924032929487325,8558
8559,None,Yummy,Tamara,Ornate Crystals,Red Denim,0xF8C3A2,Sunglow,X,None,None,None,None,None,21.719653046944035,8559
8560,Hearts,Electro Cat,Jee,None,Gold Cheetah,0xAA7560,Spicy Mustard,X,Iridescent Blazer,None,None,None,None,31.964712172247168,8560
8561,Checker,None,Remi,Thick Silver Chain,Pinl Loose Neck Stripes,0xAA7560,Maroon Oak,Y,Formal,None,None,None,None,38.632735646992096,8561
8562,None,None,Domino,None,Butterfly Lady,0x000000,Cadillac Pink,X,None,Blocked Corners,None,None,None,11.67602683569803,8562
8563,None,Red Rose,Khai,Lunar Choker,Teal Puff,0x000000,Vanilla Sky,X,None,Rimless,None,None,None,33.34257077240855,8563
8564,None,Gold Domes,Jayme,None,Traditional,0xF8C3A2,Mariner,X,None,Red Bling,None,None,None,17.454112584849526,8564
8565,Golden Pearl,Maleficent,Mee,None,Black Basic Lace,0xF8C3A2,Persian Indigo,X,Blue Off The Shoulder,Blocked Corners,None,None,None,32.34737613442329,8565
8566,Pin Flower,Leopard Beret,Khai,None,Red Raven,0xF8C3A2,Pale Lime,X,Green Leather Studs,Green Razor,None,None,None,33.0547099389561,8566
8567,Double Emerald,Monarch,Eui,None,None,0xF9C9BD,Ochre,X,Pastel Windbreaker,Blocked Corners,None,None,None,29.62203177739494,8567
8568,Basic Chain,Blue Big Z Bucket Hat,Cho,Gold Mixed Chains,Dark Clouds,0xF8C3A2,Cadillac Pink,Y,Purple Blazer,Pink Bad Zippy,None,None,None,51.479799197068324,8568
8569,Checker,None,Boris,Belt,Green Loose Neck,0xF29876,Hibiscus,Y,Button Down,Red Fire,None,None,None,45.52789416377195,8569
8570,Checker Chain,None,Orion,None,Blue Turtle,0xF9C9BD,Mariner,Y,Leather,Silver Frames,None,None,None,29.961958914588223,8570
8571,Rainbow,Tie Dye Headband,Eui,Jade Tribal,Washed Denim,0xABA4B3,Deep Cove,X,None,None,None,None,None,35.960599152837865,8571
8572,100 Loops,Blue Beret,Ara,Silver Beads,None,0xF9C9BD,Persian Indigo,X,Future Leather,Pink Portal,None,None,None,40.41527511214152,8572
8573,Hearts,Leopard Beret,Frankie,Thick Silver Chain,Lace Shoulders,0xF9C9BD,White Rock,X,None,Cybertech,None,None,None,32.840528428425706,8573
8574,Left Red Stud,Red Headband,Janos,Thick Iridescent Chain,All Over Ropes,0xF9C9BD,Persian Rose,Y,Leather,Pink Bad Zippy,None,None,None,51.752330078610754,8574
8575,Basic Chain,None,Alessio,Thick Silver Chain,Neon Pink,0xF8C3A2,Viridian,Y,None,None,None,None,None,23.981728292954298,8575
8576,None,Yellow Bandana,Orion,None,Pink Thick Collar,0xF9C9BD,Azure,Y,None,HUD,None,None,None,25.412147660998603,8576
8577,Solar,Blue Big Z Bucket Hat,Eun,Cuffs And Links,All Black,0xF8C3A2,Neptune,Y,Leather,Kiss,None,None,None,51.755391523839364,8577
