,Misc,Hands,Hair Color,Hair,Eyebrows,Mouth,Lashes,Eye Color,Eyes,Top,Body,Background,Hat,Pet,Hair Clip,Sunglasses,Eyewear,Costume,Piercing,Whole Head Hat,Unique,Artist,Rarity score,Token Id
2432,Blush,Bubble Tea Ube,None,Bald Udi,Ayo Thick,Full Catmouth,False,Black,Cat Half Lidded,Sailor Pink,Cotton Candy,Water Purple,None,None,None,None,None,None,None,None,None,None,27.107035543272683,2432
2433,None,None,Bubblegum Pink,Twintails,None,Special,None,Black,Special,Bandana Pink,Mint,Star Pattern Pink,None,None,None,None,None,None,None,None,None,None,34.415562893231986,2433
2434,Cheek Freckles,None,Ginger,Twintails,Pien,Happy,False,Black,Knowing Left,Puffer Jacket Orange Black,Latte,Solid,None,None,None,Round Gold Tinted Fire,None,None,None,None,None,None,44.947736466446614,2434
2435,Blush,Lollipop Blue,Ice Blue,Short Blunt,Angry Cute,Raspberry,False,Black,Relaxed,Ribbon Tie Seifuku Light Blue,Blue Raspberry,Sad Stickers,None,None,None,None,None,None,None,None,None,None,41.580190604562375,2435
2436,Blush,None,Pastel Lavender,Face Hugging Short,Pien,Fanged Smile,True,Black,Long Pupils,Jacket Purple Tubby Studs Purple,Mochi,Dots Purple,None,None,None,None,Round Glasses White,None,None,None,None,None,48.14043608946595,2436
2437,None,None,White,Short Mid Part,Concerned,Letter Galaxy Star,True,Black,Sleepy,Sweater Vest Blue Gold Heart Clip,Blue Raspberry,Hearts Pattern Purple,None,None,None,None,None,None,None,None,None,None,27.891947067203976,2437
2438,Beauty Mark,Paws Together,Bubblegum Pink,Twintails,Pien,Full,True,Black,Cute,Hoodie Tubby Cotton Candy,Mochi,Gradient Pink,None,None,None,Hearts Solid Pink,None,None,None,None,None,None,65.22453333764919,2438
2439,Blush,None,None,Bald Udi,Surprised,Happy Nervous,False,Yellow,Chill,Business Casual White Blue,Pudding,Tubby Crowd Pudding,Bisket Hat Yellow,None,None,None,Round Glasses Gold,None,None,None,None,None,60.512117974060395,2439
2440,None,None,White,Loose Twintails,Ayo Thick,Baby Tubby Ube,False,Black,Knowing Right,Thick String Hoodie Tubby Cats Purple,Ube,Starry Purple Teal White,None,None,None,None,None,None,None,None,None,None,23.26653900197212,2440
2441,Blush,None,None,Bald Udi,Determined,Candy Pink,True,Purple,Detailed,None,Mint,Candy,None,None,None,None,None,Bunny Pink,None,None,None,None,48.80495693861586,2441
2442,Blush,Resting,None,Bald Udi,Determined,Unsure,None,None,None,Cardigan Seifuku Black Pink,Mochi,E-Girl,None,None,None,Cool Shades,None,None,None,None,None,None,67.0944051859499,2442
2443,Cheek Freckles,Scritch,White,Bows,Pien,Pout,False,Black,Cat,Tubby Overalls Ube,Ube,Starry Light Blue,None,None,None,None,Round Glasses Purple,None,None,None,None,None,61.550179624981496,2443
2444,Whiskers,None,None,Bald Udi,Pien Short,Surprised,False,Black,Anime,Hoodie Ebifurai,Vanilla,Tubby Crowd Pudding,None,None,None,None,None,None,None,None,None,None,18.323738146423196,2444
2445,None,None,Light Brown,Short Blunt,None,Special,None,Black,Special,Hoodie Coffee,Tiramisu,Pinboard,None,None,Biscuit,None,None,None,None,None,None,None,51.33711970200362,2445
2446,None,None,White,Dad,Pien Cute,Mustache,True,Black,Relaxed,Turtleneck Coat Brown Beige,Latte,Dotted Paper Brown,None,None,None,None,None,None,None,None,None,None,27.335118817570862,2446
2447,None,Tubby Puppet Mint,None,Bald Udi,None,Special,None,Black,Special,Hoodie Teal,Mint,Solid,Backwards Visor Pastel,None,None,None,None,None,None,None,None,None,43.09190434638993,2447
2448,Whiskers,None,None,Bald Udi,Pien,Surprised,True,Brown,Detailed,Tubby Maid Dress Teal Brown,Tiramisu,Pawprint Stripes Pink,None,None,None,None,None,None,None,None,None,None,33.61256886353623,2448
2449,Blush,Simple Paw,Bright Blonde,Long Mid Part,Relaxed,Happy Nervous,False,Purple,Detailed,Thick String Hoodie X Sleeves Yellow,Pudding,Tubby Pattern Pudding,None,None,None,None,None,None,None,None,None,None,52.85880601118973,2449
2450,None,Watermelon,Red,Flared Sides Short,Concerned,Toothy,True,Red,Detailed,Bandana Black,Mochi,Hearts Pattern Pink Red,None,None,None,None,None,None,None,None,None,None,50.25180472274394,2450
2451,None,Coconut Drink,None,Bald Udi,Pien Cute,Full Catmouth,False,Black,Relaxed,Open Shirt White,Tiramisu,Beach Simple,Durag Teal,None,None,None,None,None,None,None,None,None,37.528264451490735,2451
2452,Cheek Freckles,None,Purple,Short Messy Flared,Pien Short,Unimpressed,False,Grey,Detailed,Thick String Hoodie Tubby Cats Purple,Pudding,Hearts Pattern Purple,None,None,None,None,Round Glasses Purple,None,None,None,None,None,61.16130522881779,2452
2453,None,Lollipop Green,Indigo,Double Buns,Angry Furrowed,Toothy,False,Green,Detailed,Tubby Overalls Ube,Ube,Gradient Green,None,None,None,Hearts Transparent Purple,None,None,None,None,None,None,67.94041014584774,2453
2454,Whiskers,None,None,Bald Udi,Ayo Thick,Letter Galaxy Star,True,Black,Cat Looking Up,Jacket Purple Tubby Studs Purple,Ube,Tubby Pattern Ube,None,None,None,None,None,None,None,None,None,None,22.520314998102283,2454
2455,None,None,Platinum Blonde,Double Buns,Relaxed,Big Meh,False,Teal,Chill,Thick String Hoodie Teal,Latte,Solid,None,None,None,None,Monocle Gold,None,None,None,None,None,49.64289403596276,2455
2456,None,Tubby Puppet Cotton Candy,Dark Pink,Aristocrat,Concerned,Shocked,False,Black,Relaxed,Grandpa Pink,Bubblegum,Tubby Socks,None,None,None,None,None,None,None,None,None,None,36.86390845051375,2456
2457,None,None,None,Bald Udi,Neutral,Eh,True,Black,Pie,Detective Shirt,Tiramisu,Water Teal,Durag Teal,Tubby Baby Mint,None,None,None,None,None,None,None,None,47.85919745361204,2457
2458,Cheek Freckles,Peace Sign,Black,Blunt Bangs,Relaxed,Toothy,True,Black,Sweetheart,Tee White,Black Sesame,Checker Heart Grey,None,None,Head Injury,Round Black Tinted Black,None,None,None,None,None,None,85.91903511677911,2458
2459,Cheek Freckles,Peace Sign,None,Bald Udi,Ayo Thick,Shocked,True,Black,Squint,Cravat With Brooch Light Blue,Mochi,Relaxing Day,None,None,None,None,None,None,Music Note Earring,None,None,None,51.18297211614507,2459
2460,Blush,None,Blue,Bedhead,Sad,Tongue Down,False,Black,Dot,Tubby Sweater Vest Red,Latte,Relaxing Day,Rubber Ducky,None,None,None,Round Glasses Yellow,None,None,None,None,None,62.143841393680624,2460
2461,None,None,Bright Green,Long Spiky,Concerned,Unsure,True,Orange,Detailed,None,Mochi,Solid,None,None,None,None,None,Doctor Neon,None,None,None,None,50.40052248374115,2461
2462,None,None,None,Bald Udi,Ayo Thick,Tongue Down,False,Black,Delighted,Jacket Purple Tubby Studs Purple,Ube,90s Pattern Neon,None,None,None,None,None,None,None,None,None,None,9.801449932487664,2462
2463,Blush,None,None,Bald Udi,Relaxed,Vampire,False,Black,Sweetheart,None,Mochi,Gradient Pink,None,None,None,None,None,Bunny Pink,None,None,None,None,29.56601469146279,2463
2464,None,Resting,Light Blue,Long Side Part Wavy,Chill,Default,False,Black,Embarrassed,Pet Collar Dark Blue Tag,Mochi,Pawprint Stripes Light Blue,None,None,None,None,None,None,None,None,None,None,34.10087500569779,2464
2465,Blush,None,None,Bald Udi,Pien,Rose Pink,True,Black,Tubby,Tubby Maid Dress Red Pink,Raspberry,Dots Pink,Maid Cap Pink,None,None,None,None,None,None,None,None,None,35.24097492975691,2465
2466,Blush,Milk,Pink,Glam Rock,Concerned,Meh,True,Black,Cute,Varsity Jacket Pink,Mochi,Checker Heart Pink,None,None,None,None,None,None,None,None,None,None,41.901911355166526,2466
2467,None,None,None,Bald Udi,Ayo Thick,Surprised,True,Black,Cat Looking Up,Hoodie Bread,Tiramisu,Solid,Bisket Hat Pink,None,None,None,Hipster Glasses Brown,None,None,None,None,None,42.33527312090939,2467
2468,Blush,Thinking,None,Bald Udi,Ayo Thin,Unimpressed,False,Black,Anime,Hoodie Pink Blush Emote,Cotton Candy,Pawprint White Pink,Tubby Overalls Hood Cotton Candy,None,None,None,None,None,None,None,None,None,42.665372309200315,2468
2469,None,None,Teal,Glam Rock,Angry Cute,Piercings,True,Black,Cat Looking Up,Overalls Black,Ube,Solid,None,None,None,None,None,None,None,None,None,None,22.15275110624633,2469
2470,None,None,Magenta,Short Parted Fringe,Pien Short,Surprised,False,Grey,Plush,Hoodie Red Heart,Raspberry,Solid,None,None,Baby Tubby Mint,None,None,None,None,None,None,None,49.42497281150328,2470
2471,Blush,Mushroom,Red,Side Bun,Determined,Shocked,False,Orange,Half Lid,Tee Ringer Red,Latte,Sushi,Traffic Cone,None,None,None,None,None,None,None,None,None,68.51517427717292,2471
2472,Blush,Ice Cream,Black,Short Blunt,None,Special,None,Black,Special,Hoodie Wen,Cotton Candy,Starry Pink,None,None,None,None,None,None,None,None,None,None,50.541507908059,2472
2473,None,None,None,Bald Udi,Sad,Big Meh,None,None,None,Headphones Pink White,Cotton Candy,Hearts Pattern Blue,None,None,None,Cool Shades,None,None,None,None,None,None,52.48050169785853,2473
2474,None,Marshmallow Stick,Platinum Blonde,Short Fringe,Surprised,Unimpressed,True,Black,Knowing Right,Autumn Outfit Orange Brown,Latte,Tubby Pattern Pudding,None,None,None,None,None,None,None,None,None,None,41.07533416436804,2474
2475,Blush,Scritch,None,Bald Udi,Pien Short,Tongue,False,Black,Embarrassed,Seifuku Pink,Mint,Galaxy Grid Pink,None,None,None,None,Face Bandages Teal Pink,None,None,None,None,None,44.79861940157054,2475
2476,None,Point,Ginger,Bedhead,Sad,Pout,True,Black,Cute,Thick String Hoodie Tubby Cats White,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,32.42829318518388,2476
2477,None,Bubble Tea Eyes,Black to Orange,Long Side Part Wavy,None,Special,None,Black,Special,Business Casual Eyes,Pudding,Magic Moon Purple,None,None,None,None,None,None,None,None,None,None,47.171869372526345,2477
2478,None,None,None,Bald Udi,Ayo Thick,Grin,False,Black,Anime,Shark Hoodie Blue,Blue Raspberry,Solid,None,None,None,None,Eyepatch Heart Blue,None,Double Ear Piercing Left,None,None,None,42.50627198760883,2478
2479,Cheek Freckles,None,None,Bald Udi,Ayo Thin,Lollipop Pink,False,Light Blue,Chill,Sweater Vest Yellow Gold Star Clip,Blue Raspberry,Drippy Heart Star,None,None,None,None,None,None,Double Ear Piercing Right,None,None,None,50.835170917726415,2479
2480,Whiskers,Ethereum Rock,None,Bald Udi,None,Special,None,Black,Special,Low Cut Shirt Strap Black,Mochi,Dotted Paper Grey,None,None,None,None,None,None,None,None,None,None,38.374685073273746,2480
2481,None,Claw,None,Bald Udi,Sad,Happy Wide,False,Black,Chill,Jacket Teal Tubby Studs Blue,Mint,Solid,None,None,None,None,None,None,None,None,None,None,15.811595669173768,2481
2482,None,None,Reddish Brown,Short Spiky,Pien,Unimpressed,False,Black,Sleepy,Ribboned Shirt White Pink,Latte,Dotted Paper Pink,None,None,None,None,None,None,None,None,None,None,24.13428729124936,2482
2483,Blush,None,None,Bald Udi,Angry Furrowed,Toothy,False,Black,Knowing Right,Sweater Vest Green Gold Heart Clip,Ube,Goopy Green White,None,None,None,None,None,None,Safety Pin Gold,None,None,None,33.1078204286697,2483
2484,None,Tubby Puppet Cotton Candy,Blonde to Pink,Long Side Part Wavy,Angry Cute,Happy Nervous,False,Black,Tubby,Tubby Overalls Matcha,Cotton Candy,Flower Field Light,None,None,None,None,None,None,None,None,None,None,37.29877671004396,2484
2485,None,None,Ginger,Short Spiky,Sad,Fanged Smile,True,Orange,Half Lid,Chunky Turtleneck Orange,Latte,Solid,None,None,None,None,None,None,None,None,None,None,34.36162137634843,2485
2486,Whiskers,Tubby Puppet Pudding,None,Bald Udi,Surprised,Big Meh,False,Black,Looking Away,Hoodie Striped Yellow Tubby,Pudding,Solid,None,None,None,None,None,None,None,None,None,None,24.86157116137575,2486
2487,Blush,None,Medium Blonde,Aristocrat,Angry Furrowed,Toothy,False,Yellow,Plush,Sweater Vest Yellow Gold Heart Clip,Tiramisu,Mushroom Blue,None,None,None,Hearts Solid Teal,None,None,None,None,None,None,59.33005175393441,2487
2488,Blush,None,White,Afro,Big Round,Donut,False,Teal,Chill,Hoodie Strawberry Patch,Mint,Candy,None,None,None,None,None,None,None,None,None,None,41.05831742539077,2488
2489,Whiskers,None,None,Bald Udi,Surprised,Surprised,True,Black,Long Pupils,Sweater Vest Blue,Tiramisu,Solid,None,None,None,None,None,None,None,None,None,None,15.89128649443086,2489
2490,None,Resting,Pink,Bedhead,Pien Cute,Pout,True,Black,Long Pupils,Ribboned Shirt White Pink,Cotton Candy,Solid,None,None,Pillhead Pink,None,Round Glasses Pink,None,None,None,None,None,70.48408984579403,2490
2491,Blush,Tubby Puppet Pudding,Light Blonde,Glam Rock,Concerned,Happy Wide,False,Pink,Half Lid,Tee Stripes Yellow,Mochi,Happy Stickers,None,None,None,None,None,None,None,None,None,None,49.64303706884641,2491
2492,None,Ice Cream,Purple,Aristocrat,Pien Cute,Happy,False,Black,Cat Half Lidded,Headphones Tubby Pink Blue,Ube,Tiny Heart Purple Blue,None,None,None,None,None,None,None,None,None,None,36.3261039200281,2492
2493,Blush,None,Black,Flared Sides Short,Concerned,Eh,True,Black,Detailed,Hoodie Broken Heart,Mochi,Hearts Pattern Red,None,None,Heart Red,None,None,None,None,None,None,None,45.18759674038302,2493
2494,None,Maneki Neko,Light Teal,Bedhead,Ayo Thick,Clearly,False,Black,Looking Away,Jacket Yellow Star Studs Gold,Mint,Solid,None,None,None,None,None,None,None,None,None,None,31.758661004298013,2494
2495,None,None,None,Bald Udi,Pien Cute,Strawberry Pink,False,Black,Plush,None,Mint,Hearts Pattern Pink,None,None,None,None,None,Devil Teal,None,None,None,None,27.063893007995354,2495
2496,Blush,Mushroom,None,Bald Udi,Angry Furrowed,Happy,False,Black,Half Lid,Business Casual White Red,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,17.05020727731147,2496
2497,None,None,Ginger,Fluffy Short,Pien Short,Unimpressed,False,Black,Looking Right,Layered Jacket Yellow Grey,Vanilla,Pawprint White Pink,None,None,None,None,None,None,None,None,None,None,23.922349808402448,2497
2498,None,None,Purple Black,Bows,Angry Furrowed,Vampire,False,Purple,Half Lid,Casual Dress Pink,Ube,Tubby Pattern Cotton Candy,None,None,None,None,None,None,None,None,None,None,35.86219273849583,2498
2499,Cheek Freckles,None,White,Dad,Pien,Mustache,False,Black,Looking Down,Business Casual White Red,Vanilla,Pinboard,None,None,None,None,None,None,None,None,None,None,32.208547968352065,2499
2500,Cheek Freckles,Maneki Neko,None,Bald Udi,None,Special,None,Black,Special,Tee Polka Dots Yellow,Pudding,Solid,None,None,None,None,None,None,None,None,None,None,34.88101007715373,2500
2501,Beauty Mark,None,None,Bald Udi,Big Round,Teeth,True,Black,Cat Half Lidded,Hoodie Striped Blue Tubby,Mochi,Star Clouds Blue,None,None,None,None,None,None,None,None,None,None,19.966245168921336,2501
2502,Blush,None,Blonde,Emo,Angry Thin,Unsure,False,Yellow,Chill,#1 Tubby Badge Yellow,Vanilla,Dots Yellow,None,None,None,None,None,None,None,None,None,None,41.20423388701611,2502
2503,Cheek Freckles,None,None,Bald Udi,Pien Cute,Pien,False,Black,Cat Looking Up,Ribbon Tie Seifuku Light Blue,Blue Raspberry,Solid,None,None,None,None,None,None,Double Ear Piercing Left,None,None,None,31.99111990982647,2503
2504,Beauty Mark,Onigiri,None,Bald Udi,Pien Cute,Default,False,Black,Looking Left,Dad Shirt Tubby Green,Matcha,Tubby Pattern Matcha,None,None,None,None,None,None,Ear Piercings Silver,None,None,None,49.8626373140265,2504
2505,None,None,Pink,Side Ponytail,Angry Thin,Smirk,False,Yellow,Detailed,Hoodie Pudding,Pudding,Checker Heart Pink,Bisket Hat Yellow,None,None,None,None,None,None,None,None,None,50.92843599731559,2505
2506,Blush,None,None,Bald Udi,Surprised,Tongue Down,False,Black,Cat Half Lidded,Frilly Dress Red Black,Black Sesame,Cute Knives,Maid Headband,None,None,None,None,None,None,None,None,None,30.648665337165266,2506
2507,None,Lollipop Purple,None,Bald Udi,Angry Furrowed,Wide Cute,True,Black,Tired,Hoodie Pink Blush Emote,Bubblegum,Stars Purple,None,None,None,None,None,None,None,None,None,None,27.67082972805821,2507
2508,Cheek Freckles,Game Console Blue,Light Blue,Afro,Neutral,Nervous,True,Black,Looking Right,Blanket Wrap Blue,Black Sesame,Solid,None,None,None,None,None,None,None,None,None,None,44.75188607489637,2508
2509,Blush,None,None,Bald Udi,Concerned,Frightened,True,Black,Long Pupils,Jacket Pink Heart Studs Pink,Cotton Candy,Solid,Sock,None,None,None,None,None,None,None,None,None,28.10830327155312,2509
2510,Blush,None,Green,Short Fringe,Angry Thin,Default,False,Light Green,Plush,None,Matcha,Gradient Green,None,None,None,None,None,Nurse,None,None,None,None,59.41494670284001,2510
2511,Blush,None,None,Bald Udi,Determined,Shocked,False,Yellow,Half Lid,None,Pudding,Tiny Heart Yellow,None,None,None,None,None,Tubby Onesie Pudding,None,None,None,None,42.9312099843052,2511
2512,None,None,Black,Fluffy Mid Bangs,Pien Cute,Grin,False,Black,Cat,Tubby Overalls Mint,Mint,Dots Teal,None,None,None,None,None,None,None,None,None,None,23.446492988749235,2512
2513,Blush,Watermelon,Reddish Brown,Short Spiky,Angry Cute,Full Catmouth,True,Black,Tired,Comfy Sweater Beige,Latte,Sprout,None,None,Clover,None,None,None,None,None,None,None,63.67921258526306,2513
2514,None,Bloody Baseball Bat,Black,Twintails,Angry Furrowed,Clearly Blood Smear,True,Black,Sweetheart,Biker Jacket Spikes,Raspberry,Blood Splatter,Mini Button Cap,None,None,None,None,None,None,None,None,None,57.77874295886804,2514
2515,Beauty Mark,Resting,Black,Long Mid Part,Pien Short,Shocked,True,Black,Cat,Tubby Sweater Vest Black,Ube,Solid,None,None,Eye Ribbon Purple,None,None,None,None,None,None,None,59.810735849223526,2515
2516,Blush,None,None,Bald Udi,Determined,Letter Pink,True,Black,Dot,Business Casual Pink White,Tiramisu,Galaxy Grid Pink,Spilled Ice Cream Strawberry,None,None,None,None,None,None,None,None,None,33.94641655196709,2516
2517,Beauty Mark,Point,None,Bald Udi,Sad,Wide Cute,True,Black,Long Pupils,Sailor Pink Bloody,Mochi,Ghosts,None,None,Decora Red Black,None,None,None,None,None,None,None,49.08589975762807,2517
2518,Blush,None,None,Bald Udi,None,Special,None,Black,Special,Ribboned Shirt Black White,Mochi,Solid,Hachimaki Red,None,None,None,None,None,None,None,None,None,32.06581738540256,2518
2519,Whiskers,Simple Paw,None,Bald Udi,Determined,Pout,True,Black,Tubby,Pearl Necklace,Mint,Dots Teal,None,None,None,None,None,None,None,None,None,None,34.821167811667664,2519
2520,None,None,Light Brown,Mohawk,Neutral,Raspberry,True,Black,Looking Away,Casual Dress Pink,Vanilla,Solid,None,None,None,None,None,None,None,None,None,None,23.513339303053453,2520
2521,Blush,None,None,Bald Udi,Relaxed,Big Meh,True,Black,Knowing Left,Hoodie White Green Flames,Matcha,Tubby Pattern Matcha,None,None,None,None,None,None,None,None,None,None,18.608691193764813,2521
2522,None,Chocolate Bar,None,Bald Udi,Determined,Clearly,False,Black Yellow,Droopy,Blanket Wrap Bunny Orange,Latte,Solid,None,None,None,None,None,None,None,None,None,None,30.491811523179894,2522
2523,None,None,Light Pink,Mohawk,Angry Furrowed,Pien,False,Black,Cat Looking Up,Cape Pink,Cotton Candy,Tubby Pattern Pudding,None,None,None,None,None,None,None,None,None,None,23.87233458394156,2523
2524,None,None,None,Bald Udi,Ayo Thin,Fanged Smile,True,Black,Detailed,Sweater Vest Yellow Gold Star Clip,Pudding,Solid,None,None,None,None,None,None,Double Ear Piercing Left,None,None,None,25.715219400358507,2524
2525,Blush,None,Orange,Short Blunt,None,Special,None,Black,Special,Chunky Turtleneck Orange,Latte,Solid,None,None,Tubby Bow Blue,None,None,None,None,None,None,None,50.64631638103935,2525
